"AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION [32471]","J0295","HCPCS","71288-006-30","NDC","","","","","facility","both","1","EA","","219.03","76.66","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ANGIOTENSIN II 2.5 MG/ML INTRAVENOUS SOLUTION [181206]","C9399","HCPCS","68547-501-02","NDC","","","","","facility","both","1","EA","","5448.87","1907.10","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ANTI-THYMOCYTE GLOBULIN (RABBIT) 25 MG INTRAVENOUS SOLUTION [24585]","J7511","HCPCS","58468-0080-1","NDC","","","","","facility","both","1","EA","","2209.37","773.28","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ANTIHEMOPHILIC FACTOR (RECOMB) 500 (+/-) UNIT INTRAVENOUS SOLUTION [24925]","J7192","HCPCS","0944-2842-10","NDC","","","","","facility","both","1","EA","","2036.96","712.93","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"APRACLONIDINE 1 % EYE DROPS IN A DROPPERETTE [9120]","0065-0660-10","NDC","","","","","","","facility","both","1","EA","","114.99","40.25","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ARFORMOTEROL 15 MCG/2 ML SOLUTION FOR NEBULIZATION [77581]","J7605","HCPCS","63402-911-64","NDC","","","","","facility","both","1","EA","","15.46","5.41","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 VIAL"
"ARGATROBAN 1 MG/ML INFUSION FOR EKOS [410383]","J0883","HCPCS","55150-241-01","NDC","","","","","facility","both","1","EA","","23.47","8.22","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ARSENIC TRIOXIDE 2 MG/ML INTRAVENOUS SOLUTION [180972]","J9017","HCPCS","0781-3498-95","NDC","","","","","facility","both","1","EA","","801.09","280.38","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"ASPIRIN 81 MG CHEWABLE TABLET [679]","0904-6288-89","NDC","","","","","","","facility","both","1","EA","","0.02","0.0056","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 20 MG TABLET [19178]","0071-0156-40","NDC","","","","","","","facility","both","1","EA","","18.48","6.47","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 80 MG TABLET [28645]","0071-0158-92","NDC","","","","","","","facility","both","1","EA","","18.48","6.47","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"ATROPINE 0.1 MG/ML INJECTION SYRINGE [730]","J0461","HCPCS","0409-1630-15","NDC","","","","","facility","both","1","EA","","12.88","4.51","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 ML"
"AZTREONAM 1 GRAM SOLUTION FOR INJECTION [9185]","J0457","HCPCS","0003-2560-16","NDC","","","","","facility","both","1","EA","","129.27","45.24","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 EACH"
"AZTREONAM 1 GRAM SOLUTION FOR INJECTION [9185]","J0457","HCPCS","63323-401-20","NDC","","","","","facility","both","1","EA","","129.27","45.24","","","","","","","","","","","","","Gross Charge Type: pharmacy | NDC EA = 1 G"
"Abd paracentesis","49082","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","962.3","","","","","","","fee schedule","947.15","2923","APC"
"Abdomen surgery procedure","22999","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","260.17","","","","","","","fee schedule","257.59","3993","APC"
"Abdomen surgery procedure","22999","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","262.74","","","","","","","fee schedule","257.59","3993","APC"
"Abdomen surgery procedure","22999","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","515.18","","","","","","","fee schedule","257.59","3993","APC"
"Abdomen surgery procedure","49999","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","956.62","","","","","","","fee schedule","947.15","3993","APC"
"Abdominal pad","L1270","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","115.46","","","","","","","fee schedule","113.64","227.28","APC"
"Abduct control hip semi-flex","L1630","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","317.2","","","","","","","fee schedule","198.25","396.5","APC"
"Abduct rotation bar w/o shoe","L3150","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","109.63","","","","","","","fee schedule","100.58","201.16","APC"
"Abduction bar-straight","L2310","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","268.6","","","","","","","fee schedule","141.37","282.74","APC"
"Abduction rotation bar shoe","L3140","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","113.33","","","","","","","fee schedule","110.03","220.06","APC"
"Abduction rotation bar shoe","L3140","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","198.05","","","","","","","fee schedule","110.03","220.06","APC"
"Abeta42 & ptau181 eclia csf","0445U","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","394.45","","","","","","","fee schedule","260.5","521","APC"
"Abl1 gene","81170","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","454.26","","","","","","","fee schedule","300","600","APC"
"Ablate arrhythmia add on","93655","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","972","","","","","","","fee schedule","704","972",""
"Ablate heart dysrhythm focus","33251","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","3885","","","","","","","fee schedule","3613","4992",""
"Ablate heart dysrhythm focus","93650","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","8226.48","","","","","","","fee schedule","8145.02","16290.05","APC"
"Ablate inf turbinate superf","30801","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","1620.29","","","","","","","fee schedule","990.66","3240.57","APC"
"Ablate pulm tumor perq crybl","32994","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","16650.77","","","","","","","fee schedule","3885","22201.02","APC"
"Ablt mal brst tum pq lsr uni","0971T","HCPCS","","","","","","","facility","outpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","4293.25","","","","","","","fee schedule","4088.81","8177.61","APC"
"Ablt trurl prst8 tis trnsdcr","55882","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","13998.09","","","","","","","fee schedule","3885","27555.3","APC"
"Abltj 1/+thyr ndul addl prq","60661","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Exchange","704","","","","","","","fee schedule","704","3993",""
"Abltj b9 prst8 tissue hifu","0950T","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","10043.8","","","","","","","fee schedule","9885.63","19771.25","APC"
"Abltj b9 thyr ndul perq lasr","0673T","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","1752.32","","","","","","","fee schedule","1724.73","4499","APC"
"Abltj b9 thyr ndul perq lasr","0673T","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","1897.2","","","","","","","fee schedule","1724.73","4499","APC"
"Abltj ire liver 1+ tum perq","47384","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","16808.4","","","","","","","fee schedule","11100.51","22201.02","APC"
"Abltj ire prst8 1+ tum perq","55877","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","11278.12","","","","","","","fee schedule","11100.51","22201.02","APC"
"Abltj ire prst8 1+ tum perq","55877","HCPCS","","","","","","","facility","outpatient","","","","","","Kaiser","Medicare Managed Care Plan","12210.56","","","","","","","fee schedule","11100.51","22201.02","APC"
"Abltj mal brst tum perq crtx","0581T","HCPCS","","","","","","","facility","outpatient","","","","","","Devoted Health","Medicare Managed Care Plan","4579.46","","","","","","","fee schedule","3760","8177.61","APC, OP Rate"
"Abltj mal prst8 tiss hifu","55880","HCPCS","","","","","","","facility","outpatient","","","","","","Truli For Health","All Commercial Plans","18782.69","","","","","","","fee schedule","3760","19771.25","APC"
"Abltj perc uxtr/perph nrv","0440T","HCPCS","","","","","","","facility","outpatient","","","","","","Capital Health Plan Tallahassee","Medicare Managed Care Plan","2039.19","","","","","","","fee schedule","2039.19","9732","APC"
"Abo gnotyp next gnrj seq abo","0221U","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","461.71","","","","","","","fee schedule","274.83","549.66","APC"
"Abo gnotyp next gnrj seq abo","0221U","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","439.73","","","","","","","fee schedule","274.83","549.66","APC"
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Network Blue Ppo","8573.29","","","","","","","fee schedule","4610.73","26887.82",""
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","","","facility","inpatient","","","","","","Molina","Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","","","facility","inpatient","","","","","","Ultimate Health Plans","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Abortion Without D&C","779","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Network Blue Ppo","7478.48","","","","","","","fee schedule","4021.94","23359.09",""
"Abortion Without D&C","779","MS-DRG","","","","","","","facility","inpatient","","","","","","Humana","Transplant Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Abortion Without D&C","779","MS-DRG","","","","","","","facility","inpatient","","","","","","Truli For Health","All Commercial Plans","12923.61","","","","","","","fee schedule","4021.94","23359.09","MSDRG Base Rate"
"Abortion","59841","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","3434.55","","","","","","","fee schedule","2133.06","6760.92","APC"
"Abortion","59841","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","6084.83","","","","","","","fee schedule","2133.06","6760.92","APC"
"Abortion","59851","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","2121","","","","","","","fee schedule","2064","4992",""
"Above elbow myoelectronic ct","L6955","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","14914.26","","","","","","","fee schedule","14621.82","29243.64","APC"
"Above elbow prosth tiss shap","L6500","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","4049.91","","","","","","","fee schedule","3970.5","7941","APC"
"Above knee cushion socket","L5648","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","819.15","","","","","","","fee schedule","806.01","1612.02","APC"
"Above knee cushion socket","L5648","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Exchange","1289.62","","","","","","","fee schedule","806.01","1612.02","APC"
"Above knee flex cover system","L5964","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","2293.08","","","","","","","fee schedule","1146.54","2293.08","APC"
"Above knee hydracadence","L5610","HCPCS","","","","","","","facility","outpatient","","","","","","Care Plus Health Plans","Medicare Managed Care Plan","2575.21","","","","","","","fee schedule","2534.66","5069.32","APC"
"Above knee hydracadence","L5610","HCPCS","","","","","","","facility","outpatient","","","","","","Simply Healthcare","Exchange","4258.23","","","","","","","fee schedule","2534.66","5069.32","APC"
"Above knee leather socket","L5642","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","826.77","","","","","","","fee schedule","758.5","1517","APC"
"Access/retorq implant screw","D6089","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","Hmo/Pos","4992","","","","","","","fee schedule","3613","4992",""
"Acesso dl, per sq cm","Q4293","HCPCS","","","","","","","facility","outpatient","","","","","","Longevity","Medicare Managed Care Plan","141.65","","","","","","","fee schedule","129.95","1822.44","APC"
"Acetone assay","82010","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar","Exchange","16.34","","","","","","","fee schedule","8.17","16.34","APC"
"Acetylcholn rcptr blckg antb","86042","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","18.7","","","","","","","fee schedule","18.4","36.8","APC"
"Acetylcholn rcptr bndng antb","86041","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","18.58","","","","","","","fee schedule","18.4","36.8","APC"
"Achr antb id imfluor livecll","0545U","HCPCS","","","","","","","facility","outpatient","","","","","","Freedom Health","Medicare Managed Care Plan","38.48","","","","","","","fee schedule","37.73","75.46","APC"
"Acne surgery","10040","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","224.18","","","","","","","fee schedule","209.52","972","APC"
"Acoustic refl threshold tst","92568","HCPCS","","","","","","","facility","outpatient","","","","","","Health First Health Plans","Medicare Managed Care Plan","70.21","","","","","","","fee schedule","39","78.01","APC"
"Acth stimulation panel","80406","HCPCS","","","","","","","facility","outpatient","","","","","","Molina","Exchange","117.39","","","","","","","fee schedule","78.26","156.52","APC"
"Actin antibody each","86015","HCPCS","","","","","","","facility","outpatient","","","","","","Sunshine Health","Ambetter Value Exchange","18.25","","","","","","","fee schedule","12.05","24.1","APC"
"Acupunct w/stimul 15 min","97813","HCPCS","","","","","","","facility","outpatient","","","","","","Baycare","Medicare Managed Care Plan","31.11","","","","","","","fee schedule","30.2","60.41","APC"
"Acupunct w/stimul 15 min","97813","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","30.7","","","","","","","fee schedule","30.2","60.41","APC"
"Acute & Subacute Endocarditis","126","MS-DRG","","","","","","","facility","inpatient","","","","","","Avmed","Exchange","","","[Stop Loss: Total Charges > 299818 | Excess % of Charge: 41] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 1451] [Rehab-Per Diem: 2181]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute & Subacute Endocarditis","126","MS-DRG","","","","","","","facility","inpatient","","","","","","Kaiser","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute & Subacute Endocarditis","126","MS-DRG","","","","","","","facility","inpatient","","","","","","Optum","Transplant Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://ahca.myflorida.com/medicaid/]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","","","facility","inpatient","","","","","","Phcs","Ppo","","","[Stop Loss: Total Charges > 30000 | Total % of Charge: 65] [Lesser Than Charges paid at %: 70] [Medical-Per Diem: 1150] [Surgical-Per Diem: 1150] [ICU-Per Diem: 1600] [CCU-Per Diem: 1600] [Step Down-Per Diem: 1350] [C-Section 3 day stay-Case Rate: 3950 Days: 3 Additional Days: 685] [C-Section 4 day stay-Case Rate: 4635 Days: 4 Additional Days: 685] [Normal vag. Del. 2 day stay-Case Rate: 2700 Days: 2 Additional Days: 685] [Normal vag. Del. 3 day stay-Case Rate: 3385 Days: 3 Additional Days: 685] [Nursery  Level 1- Boarder-Per Diem: 375] [Nursery  Level 2-Per Diem: 900] [Nursery  Level 3-Per Diem: 1600] [Psych-Per Diem: 575] [IP High Cost Drugs (%BC): 70] [IP Prosthetics/Implants/Devices (%BC): 70] [Burn  (%BC): 90] [Cardiac Surgery (%BC): 70] [Transplants (%BC): 90] [Trauma  (%BC): 90]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","","","facility","inpatient","","","","","","Simply Healthcare","Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Network Blue Ppo","61336.36","","","","","","","fee schedule","12652.22","74730.21",""
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","18817.06","","","","","","","fee schedule","12652.22","74730.21","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","","","facility","inpatient","","","","","","Freedom Health","Hmo","","","[Stop Loss: Total Charges > 80000 | Total % of Charge: 40] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Rehab-Per Diem: 700]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","","","facility","inpatient","","","","","","Kaiser","Medicare Managed Care Plan","19344.64","","","","","","","fee schedule","12652.22","74730.21","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","","","facility","inpatient","","","","","","Molina","Exchange","26379.06","","","","","","","fee schedule","12652.22","74730.21","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Ppo","66190.32","","","","","","","fee schedule","21918.68","74730.21",""
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Network Blue Ppo","","","[Stop Loss: Total Charges > 276260 | Excess % of Charge: 49.52] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [BMT-Allogeneic related-Case Rate: 206541] [BMT-Autologous-other-Case Rate: 105765] [Heart Transplant-Case Rate: 666507] [Kidney Transplant-Case Rate: 195806] [Liver Transplant-Case Rate: 349825] [Lung Transplant-Case Rate: 516860] [Pancreas Transplant-Case Rate: 319900]","61336.36","61336.36","61336.36","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Hmo","","","[Stop Loss: Total Charges > 310574 | Total % of Charge: 31.8] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Rehab-Per Diem: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","67553.65","67553.65","67553.65","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","","","facility","inpatient","","","","","","Humana","Medicare Managed Care Plan","26939.89","","","","","","","fee schedule","21918.68","74730.21","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","","","facility","inpatient","","","","","","Naphcare","All Commercial Plans","","","[Medical-Per Diem: 2419] [Surgical-Per Diem: 2419]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","","","facility","inpatient","","","","","","Sunshine Health","Ambetter Value Exchange","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","","","facility","inpatient","","","","","","Truli For Health","All Commercial Plans","34335.16","","","","","","","fee schedule","21918.68","74730.21","MSDRG Base Rate"
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Ppo","23725.09","","","","","","","fee schedule","7856.48","74730.21",""
