"*BIT, 4.2X340MM STERILE AO","Wilm5423129","CDM","270","RC","","","","","facility","both","","","","138.67","138.67","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0 MINI-QUICK 65MM","Wilm54211378","CDM","270","RC","","","","","facility","both","","","","440.7","440.7","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0MM CALIBATED","EplbChSup113666","CDM","272","RC","","","","","facility","both","","","","698.29","698.29","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.0MM HAND MINI QUICK CONNECT NON-STERILE DISPOSABLE FRACTURE SYSTEM","AngiWmSup118819","CDM","272","RC","","","","","facility","both","","","","233.54","233.54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.4MM QUCK COUPHALL","Chrs5494064","CDM","270","RC","","","","","facility","both","","","","1050.95","1050.95","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5MM - 26628","Wilm5426628","CDM","270","RC","","","","","facility","both","","","","495.11","495.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5MM 3 FLUTED","EplbChSup24217","CDM","270","RC","","","","","facility","both","","","","1033.26","1033.26","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5MMQK COUP STRL","AngiChSup107230","CDM","272","RC","","","","","facility","both","","","","726.56","726.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.5X60MM","EplbChSup57700","CDM","272","RC","","","","","facility","both","","","","1138.53","1138.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.7MM QUICK COUP.","EplbChSup6426","CDM","270","RC","","","","","facility","both","","","","431.77","431.77","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 2.7X45MM","EplbChSup112085","CDM","272","RC","","","","","facility","both","","","","640.21","640.21","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 3.2MM THREE FLUTED QC 200MM CALIB","Wilm5431751","CDM","272","RC","","","","","facility","both","","","","1372.71","1372.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL 4.3MM LONG CALIBRATED","EplbChSup112388","CDM","272","RC","","","","","facility","both","","","","1664.01","1664.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL ATLANTIS TRANSLAT 11MM","CcthChSup59486","CDM","272","RC","","","","","facility","both","","","","682.53","682.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL ATLANTIS TRANSLAT 11MM","Wilm5459486","CDM","272","RC","","","","","facility","both","","","","682.53","682.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CALIBRATED CMP FT 2.2MM","EplbChSup63159","CDM","272","RC","","","","","facility","both","","","","1233.4","1233.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CALIBRATED QC 2.8 X 250X95MM","Wilm5453841","CDM","272","RC","","","","","facility","both","","","","723.58","723.58","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL CANNULATED 1.6MM","EplbChSup117151","CDM","272","RC","","","","","facility","both","","","","1722.39","1722.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL FLEXIBLE CANNULATED 16MM","Wilm5468916","CDM","272","RC","","","","","facility","both","","","","4478.45","4478.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL GRAY 2.2X100MM","Wilm5468224","CDM","272","RC","","","","","facility","both","","","","512.51","512.51","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL J-LATCH 1.5X12MM","AngiWmSup112227","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL MICA CANNULATED 3X60MM COMPT","AngiWmSup110059","CDM","272","RC","","","","","facility","both","","","","1173.56","1173.56","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL NEEDLE POINT QUICK 3.2X145MM","EplbChSup62952","CDM","272","RC","","","","","facility","both","","","","937.98","937.98","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL QUICK COUPLING 2.5X170MM","AngiWmSup115123","CDM","272","RC","","","","","facility","both","","","","817.23","817.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL SHORT STP J NTCH 1.5MM","Chrs5466323","CDM","272","RC","","","","","facility","both","","","","794.05","794.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL SOLID CORE AO/QC 3.0MM","AngiChSup118821","CDM","272","RC","","","","","facility","both","","","","671.44","671.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, DRILL STEPPED LARGE 4.5X6.5X485MM","CcthChSup53835","CDM","272","RC","","","","","facility","both","","","","2992.58","2992.58","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, RINGLOC QUICK CONNECT 3.2X20MM","EplbChSup38789","CDM","272","RC","","","","","facility","both","","","","437.9","437.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BIT, TWIST DRILL J NOTCH 7MM STOP 1.5X50MM","EplbChSup111216","CDM","272","RC","","","","","facility","both","","","","815.27","815.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE AND HANDLE, LARYNGOSCOPE DISP MILLER 2","EplbChSup75382","CDM","272","RC","","","","","facility","both","","","","54","54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, CAUTERY - COATED","EplbChSup202344","CDM","270","RC","","","","","facility","both","","","","21.66","21.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DUAL CUT SAG","CcthChSup9703","CDM","270","RC","","","","","facility","both","","","","301.27","301.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, DUAL CUT SAG","EplbChSup9703","CDM","270","RC","","","","","facility","both","","","","301.27","301.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FIN, STRAIGHT,SINGLE USE","AngiWmSup116216","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FLAT, 12 MM X 3 CM, SINGLE USE","AngiWmSup116209","CDM","272","RC","","","","","facility","both","","","","1080.14","1080.14","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, FULL RADIUS 52MM","EplbChSup47210","CDM","272","RC","","","","","facility","both","","","","3328.01","3328.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, LARYNGOSCOPE DISP MAC 3","EplbChSup75379","CDM","272","RC","","","","","facility","both","","","","22.48","22.48","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, OVAL 3.5 AGGRESSIVE 8-FLUTE","CcthChSup72316","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, PERFORATED HELICAL 110MM","EplbChSup75148","CDM","272","RC","","","","","facility","both","","","","3823.36","3823.36","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, QUADCUT M4 4.3MMX13CM","Wilm5455174","CDM","272","RC","","","","","facility","both","","","","2721.73","2721.73","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SABRE 3.5 AGGRESSIVE","Chrs5472314","CDM","272","RC","","","","","facility","both","","","","227.71","227.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAG DUAL CUT 18X90X1.27MM RES","EplbChSup76844","CDM","272","RC","","","","","facility","both","","","","69.01","69.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAGITAL SYSTEM 6","Chrs3137024","CDM","270","RC","","","","","facility","both","","","","319.08","319.08","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SAW STRYKER UNIV NARROW","AngiWmSup116325","CDM","272","RC","","","","","facility","both","","","","1138.53","1138.53","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLADE, SHAVER STRAIGHT SERATED STRL 0 DEGREE 4MM","AngiChSup115750","CDM","272","RC","","","","","facility","both","","","","2510.6","2510.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BLANKET, MAXI-THERM DISP.","EplbChSup80780","CDM","270","RC","","","","","facility","both","","","","69.36","69.36","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BOWL, STERILE UTILITY 32OZ","CcthChSup18370","CDM","270","RC","","","","","facility","both","","","","0.74","0.74","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, CARBIDE FG 6 SL","Wilm5460323","CDM","272","RC","","","","","facility","both","","","","14.01","14.01","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, CLEARCUT SLAP 6-FLUTE 4.0MMX13CM","CcthChSup50131","CDM","272","RC","","","","","facility","both","","","","231.2","231.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 26CM BALL 6MM DIAMETER","EplbChSup111337","CDM","272","RC","","","","","facility","both","","","","803.39","803.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 7CM BALL 7MM DIAMETER","AngiWmSup111307","CDM","272","RC","","","","","facility","both","","","","600.68","600.68","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 7CM BALL DIAMOND FINE 4MM","CcthChSup111301","CDM","272","RC","","","","","facility","both","","","","660.75","660.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, MR8 F3/9CM TAPER 3.0MM DIAMETER","EplbChSup111345","CDM","272","RC","","","","","facility","both","","","","675.76","675.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, OVAL 4.0MM","EplbChSup64101","CDM","272","RC","","","","","facility","both","","","","176.5","176.5","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND 3.0MM","Wilm3164108","CDM","272","RC","","","","","facility","both","","","","172.35","172.35","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND DIAMOND 2.0MM","Chrs5464111","CDM","272","RC","","","","","facility","both","","","","426.92","426.92","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND DIAMOND 5.0MM","EplbChSup61413","CDM","272","RC","","","","","facility","both","","","","896.23","896.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND HL 8 FLUTE 4.0MM X 19CM","EplbChSup55190","CDM","272","RC","","","","","facility","both","","","","231.2","231.2","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND MICRO MED 2MM","EplbChSup64553","CDM","272","RC","","","","","facility","both","","","","105.85","105.85","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ROUND MULTI FLUTED 4.0MM","CcthChSup61409","CDM","272","RC","","","","","facility","both","","","","916.66","916.66","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BUR, ST RD CARBIDE 2.3MM","Chrs545511","CDM","270","RC","","","","","facility","both","","","","82.44","82.44","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*BURR, SCULPTING SHAPE CYL 3X12MM","AngiWmSup114702","CDM","272","RC","","","","","facility","both","","","","1887.76","1887.76","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","Ccbc30203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","Ccsp47203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","CcthChSup203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, 12 LTR LARGE VOLUME","ChrsMR203755","CDM","270","RC","","","","","facility","both","","","","108.39","108.39","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","CcicMR2089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","Ccim412089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","CcsbMR2089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","Chrs382089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANISTER, SUCTION 2000CC","Midd382089","CDM","270","RC","","","","","facility","both","","","","9.43","9.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, 8.25MM X 9CM","Chrs5418711","CDM","270","RC","","","","","facility","both","","","","159.4","159.4","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, DUAL STAGE VENOUS W/DOUBLE BASKET","CcthChSup24423","CDM","270","RC","","","","","facility","both","","","","236.81","236.81","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, NASAL AIRLIFE","FcinCT752","CDM","270","RC","","","","","facility","both","","","","0.45","0.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, NASAL AIRLIFE","Midd38752","CDM","270","RC","","","","","facility","both","","","","0.45","0.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, PERFUSION DLP 9FR 5.5IN PEDIATRIC ADULT AORTIC ROOT FLANGED TIP W/SS STANDARD INTRO NDL BODY PVC NON-RADIOLUCENT TIP","CcthChSup118898","CDM","272","RC","","","","","facility","both","","","","97.62","97.62","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, SOFT TIP 23G","Wilm5435349","CDM","270","RC","","","","","facility","both","","","","113.62","113.62","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA, VENOUS 3/8"" CONN 24FR","EplbChSup82523","CDM","270","RC","","","","","facility","both","","","","188.27","188.27","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA,ADULT NASAL CO2 SAMPLE W/FEMALE LUER","Wilm5448543","CDM","270","RC","","","","","facility","both","","","","9.92","9.92","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CANNULA,DLP HIGH FLOW OSTIAL 90 DEG 14 FR","EplbChSup69773","CDM","272","RC","","","","","facility","both","","","","127.18","127.18","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAP, LEUR LOCK MALE/FEMALE RED","CcthChSup2872","CDM","270","RC","","","","","facility","both","","","","0.11","0.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAP, LEUR LOCK MALE/FEMALE RED","Chrs542872","CDM","270","RC","","","","","facility","both","","","","0.11","0.11","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CAPS, SAMPLE CUP","EplbChSup212958","CDM","270","RC","","","","","facility","both","","","","0.05","0.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, 16FR FOLEY W/TEMP SENSOR","EplbChSup206111","CDM","270","RC","","","","","facility","both","","","","131.96","131.96","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, 4FR 125CM BERNSTEIN","Chrs5444871","CDM","272","RC","","","","","facility","both","","","","75.9","75.9","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, BALLOON BILIARY 5FR","Wilm5480832","CDM","270","RC","","","","","facility","both","","","","613.05","613.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, COBRA RENAL ACCESS .038","CcthChSup101962","CDM","272","RC","","","","","facility","both","","","","151.05","151.05","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, COUDE FOLEY 20F 5CC","CcthChSup578","CDM","272","RC","","","","","facility","both","","","","53.6","53.6","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, EMBOL FOGARTY 6FR LONG","Wilm5480840","CDM","272","RC","C1757","HCPCS","","","facility","both","","","","218.89","218.89","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, FOLEY 5CC 14FR","CcthChSup1045","CDM","270","RC","","","","","facility","both","","","","46.86","46.86","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV INTROCAN 14G 2","Chrs548476","CDM","270","RC","","","","","facility","both","","","","8.23","8.23","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, IV PROTECTIVE 22G 1","Ccim4193817","CDM","270","RC","","","","","facility","both","","","","8.75","8.75","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","CcsbCT2986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 10F 3CC","Chrs472986","CDM","270","RC","","","","","facility","both","","","","41.04","41.04","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 12F 5CC","Ccsm382470","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 12F 5CC","CuroGr2470","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 12F 5CC","S107412470","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","CcbcMg2471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 14F 5CC","MiddCT2471","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","CcicUS2472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","Ccsm412472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","S107US2472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 16F 5CC","Wilm542472","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","CcbcMg2473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 18F 5CC","WilmCT2473","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 20F 5CC","HcccMR2474","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 20F 5CC","Wilm382474","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 22F 5CC","CcsbCT2475","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 22F 5CC","FcinCT2475","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 22F 5CC","Midd382475","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 22F 5CC","S107US2475","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 26F 5CC","CcbcMg2477","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 2 WAY 26F 5CC","HcccMR2477","CDM","270","RC","","","","","facility","both","","","","21.13","21.13","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LATEX 3 WAY 18F 30CC","CcthChSup2492","CDM","270","RC","","","","","facility","both","","","","55.17","55.17","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, LAUNCHER 5FR  1.0 AL AMPLATZ LT","EplbChSup64434","CDM","272","RC","C1887","HCPCS","","","facility","both","","","","233.54","233.54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, PEZZER MUSHROOM 32FR","EplbChSup2805","CDM","270","RC","","","","","facility","both","","","","100.36","100.36","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, ROB-NEL 14FR","Wilm54612","CDM","272","RC","","","","","facility","both","","","","0.45","0.45","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, ROBINSON 14FR","Chrs54636","CDM","270","RC","","","","","facility","both","","","","0.43","0.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, ROBINSON 14FR","EplbChSup636","CDM","270","RC","","","","","facility","both","","","","0.43","0.43","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, ROBINSON 2-EYE 20FR","EplbChSup80799","CDM","270","RC","","","","","facility","both","","","","10.21","10.21","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, SECURE LARGE","MUroCh2358","CDM","270","RC","","","","","facility","both","","","","9.71","9.71","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
"*CATH, SILICONE 2 WAY/30CC 20FR","Chrs544782","CDM","270","RC","","","","","facility","both","","","","29.54","29.54","","","","","","","","","","","","","Gross Charge Type: Main Acute Price List"
