"Noncdm Charge Record Medical Supplies","117734_C2623_278","CDM","278","RC","C2623","HCPCS",,,"facility","both",,,,"2052.6","2052.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","117764_270","CDM","270","RC",,,,,"facility","both",,,,"6663.2","6663.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","117853_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1316.7","1316.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118057_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"369.46","369.46",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118175_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"269.5","269.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118217_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"6160","6160",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118249_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1540","1540",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118284_270","CDM","270","RC",,,,,"facility","both",,,,"3045.9","3045.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118437_Q4186_278","CDM","278","RC","Q4186","HCPCS",,,"facility","both",,,,"217.8","217.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118520_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1309","1309",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118542_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"2094.4","2094.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","11859_C1751_278","CDM","278","RC","C1751","HCPCS",,,"facility","both",,,,"172.7","172.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","118729_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"52.8","52.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","119038_C1766_278","CDM","278","RC","C1766","HCPCS",,,"facility","both",,,,"30.8","30.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","119370_L8509_274","CDM","274","RC","L8509","HCPCS",,,"facility","both",,,,"248.16","248.16",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","120354_270","CDM","270","RC",,,,,"facility","both",,,,"2176.62","2176.62",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","120461_270","CDM","270","RC",,,,,"facility","both",,,,"1303.5","1303.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","120553_C1785_275","CDM","275","RC","C1785","HCPCS",,,"facility","both",,,,"5328.4","5328.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","120686_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"308","308",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","120690_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"38.5","38.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","120842_C2617_278","CDM","278","RC","C2617","HCPCS",,,"facility","both",,,,"137.5","137.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121074_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"162.67","162.67",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121082_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"298.1","298.1",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121268_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"192.5","192.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121447_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"770","770",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121588_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"2431","2431",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121852_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","121875_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"107.8","107.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122117_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"2431","2431",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122191_270","CDM","270","RC",,,,,"facility","both",,,,"660","660",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122219_C1831_278","CDM","278","RC","C1831","HCPCS",,,"facility","both",,,,"2310","2310",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122502_270","CDM","270","RC",,,,,"facility","both",,,,"594","594",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122639_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"12346.4","12346.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122645_C1876_278","CDM","278","RC","C1876","HCPCS",,,"facility","both",,,,"12346.4","12346.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","122899_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"1280.4","1280.4",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","123016_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"2695","2695",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","123020_C1751_278","CDM","278","RC","C1751","HCPCS",,,"facility","both",,,,"172.71","172.71",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","123584_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"350.9","350.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","123595_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"22036.3","22036.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","123795_C2623_278","CDM","278","RC","C2623","HCPCS",,,"facility","both",,,,"2052.6","2052.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","124147_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"308","308",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","124250_C1887_278","CDM","278","RC","C1887","HCPCS",,,"facility","both",,,,"61.6","61.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","125743_C1874_278","CDM","278","RC","C1874","HCPCS",,,"facility","both",,,,"4859.8","4859.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126278_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"357.5","357.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126300_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"297","297",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126346_C1762_278","CDM","278","RC","C1762","HCPCS",,,"facility","both",,,,"10065.55","10065.55",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126497_270","CDM","270","RC",,,,,"facility","both",,,,"1877.7","1877.7",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","126710_C1769_272","CDM","272","RC","C1769","HCPCS",,,"facility","both",,,,"192.5","192.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127045_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1925","1925",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127050_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"308","308",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127072_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"192.5","192.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127099_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"847","847",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127127_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"1232","1232",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127137_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"115.5","115.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127206_270","CDM","270","RC",,,,,"facility","both",,,,"3449.6","3449.6",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127280_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"269.5","269.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127287_C1725_278","CDM","278","RC","C1725","HCPCS",,,"facility","both",,,,"269.5","269.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127627_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1078","1078",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127671_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"924","924",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127706_C1776_278","CDM","278","RC","C1776","HCPCS",,,"facility","both",,,,"1078","1078",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127859_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"2359.5","2359.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127934_C1713_278","CDM","278","RC","C1713","HCPCS",,,"facility","both",,,,"734.08","734.08",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","127986_C1889_278","CDM","278","RC","C1889","HCPCS",,,"facility","both",,,,"192.5","192.5",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Noncdm Charge Record Medical Supplies","128048_270","CDM","270","RC",,,,,"facility","both",,,,"405.9","405.9",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
