INF IV HYDRATION 31-60MIN,7202526,CDM,260,RC,96360,CPT,,,facility,outpatient,,,604.00000,230.12000,Gold Kidney Health Plan,Medicare Advantage,,247.02,,,,,,,77.79,453.00,fee schedule,
INF IV HYDRATION 31-60MIN,7202526,CDM,260,RC,96360,CPT,,,facility,outpatient,,,604.00000,230.12000,Oscar Health Plan,Commercial,,370.52,,,,,,,77.79,453.00,fee schedule,
INF IV HYDRATION 31-60MIN,7632904,CDM,260,RC,96360,CPT,,,facility,outpatient,,,604.00000,230.12000,Aetna,Broad Network,,348.51,,,,,,,77.79,453.00,percent of total billed charges,
INF IV HYDRATION 31-60MIN,7632904,CDM,260,RC,96360,CPT,,,facility,outpatient,,,604.00000,230.12000,Gila River Health Care Corporation,Managed Care Program,,224.56,,,,,,,77.79,453.00,fee schedule,
INF IV HYDRATION 31-60MIN,7690126,CDM,260,RC,96360,CPT,,,facility,outpatient,,,604.00000,230.12000,Aetna,Broad Network,,348.51,,,,,,,77.79,453.00,percent of total billed charges,
INF IV HYDRATION 31-60MIN,7690126,CDM,260,RC,96360,CPT,,,facility,outpatient,,,604.00000,230.12000,Blue Cross Blue Shield of Arizona,BCBSAZ Alliance/Blue HPN,,355.66,,,,,,,77.79,453.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV HYDRATION 31-60MIN,7690126,CDM,260,RC,96360,CPT,,,facility,outpatient,,,604.00000,230.12000,Blue Cross Blue Shield of Arizona,BXBSAZ Alliance CHS,,373.44,,,,,,,77.79,453.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV HYDRATION 31-60MIN,7690126,CDM,260,RC,96360,CPT,,,facility,outpatient,,,604.00000,230.12000,Care 1st,Medicare Advantage,,224.56,,,,,,,77.79,453.00,fee schedule,
INF IV HYDRATION ADDL HR,2601367,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,Aetna,Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV HYDRATION ADDL HR,2601367,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,United Healthcare,Individual Exchange,,68.85,,,,,,,29.00,448.00,fee schedule,
INF IV HYDRATION ADDL HR,2601748,CDM,260,RC,96361,CPT,,,facility,inpatient,,,189.00000,72.01000,Plotkin Health,Plotkin Health,,85.05,,,,,,,85.05,141.75,percent of total billed charges,
INF IV HYDRATION ADDL HR,2601748,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,Aetna,Joint Venture,,87.32,,,,,,,29.00,448.00,percent of total billed charges,
INF IV HYDRATION ADDL HR,2601748,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,Arizona Priority Care,Alignment Health Plans Medicare Advantage/Eternal Health Plan Medicare/SCAN Health Plan Medicare,,54.10,,,,,,,29.00,448.00,fee schedule,
INF IV HYDRATION ADDL HR,2601748,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,Carelon,Medicare Advantage,,51.64,,,,,,,29.00,448.00,fee schedule,
INF IV HYDRATION ADDL HR,7202534,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,"Cigna Healthcare of Arizona, Inc.",PPO Medicare Advantage Plan,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV HYDRATION ADDL HR,7202534,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,"Health Choice Arizona, Inc.",Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV HYDRATION ADDL HR,7202534,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,Arizona Physicians IPA,Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV HYDRATION ADDL HR,7202534,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,,97.47,,,,,,,29.00,448.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV HYDRATION ADDL HR,7202534,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,Blue Cross Blue Shield of Arizona,Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV HYDRATION ADDL HR,7202534,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,Blue Cross Blue Shield of Arizona,Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV HYDRATION ADDL HR,7202534,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,Provider Network of America,Commercial,,141.75,,,,,,,29.00,448.00,percent of total billed charges,
INF IV HYDRATION ADDL HR,7632912,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,United Healthcare,Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV HYDRATION ADDL HR,7632912,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,United Healthcare,UHC Doctor's Plan,,407.00,,,,,,,29.00,448.00,per diem,
INF IV HYDRATION ADDL HR,7690134,CDM,260,RC,96361,CPT,,,facility,outpatient,,,189.00000,72.01000,Gila River Health Care Corporation,Managed Care Program,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY 1ST HR,2601375,CDM,260,RC,96365,CPT,,,facility,inpatient,,,653.00000,248.79000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,293.85,,,,,,,293.85,489.75,percent of total billed charges,
INF IV THRPY 1ST HR,2601375,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,Arizona Physicians IPA,Medicaid,,147.54,,,,,,,147.54,541.50,case rate,
INF IV THRPY 1ST HR,2601375,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,Care 1st,Medicare Advantage,,224.56,,,,,,,147.54,541.50,fee schedule,
INF IV THRPY 1ST HR,2601375,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,Health Net,Medicaid,,147.54,,,,,,,147.54,541.50,case rate,
INF IV THRPY 1ST HR,2601375,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,UPMC Health Plan,Medicare Advantage,,224.56,,,,,,,147.54,541.50,fee schedule,
INF IV THRPY 1ST HR,2601557,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,Blue Cross Blue Shield of Arizona,Commercial,,541.50,,,,,,,147.54,541.50,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV THRPY 1ST HR,2601557,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,293.85,,,,,,,147.54,541.50,percent of total billed charges,
INF IV THRPY 1ST HR,2601557,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,United Healthcare,UHC Core,,426.00,,,,,,,147.54,541.50,per diem,
INF IV THRPY 1ST HR,2601755,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,Health Net,Medicare,,224.56,,,,,,,147.54,541.50,fee schedule,
INF IV THRPY 1ST HR,2601755,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,Wellpoint,Medicare Advantage HMO,,224.56,,,,,,,147.54,541.50,fee schedule,
INF IV THRPY 1ST HR,2601755,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,Wellpoint,Medicare Advantage HMO,,224.56,,,,,,,147.54,541.50,fee schedule,
INF IV THRPY 1ST HR,2601979,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,United Healthcare,Individual Exchange,,314.38,,,,,,,147.54,541.50,fee schedule,
INF IV THRPY 1ST HR,4002937,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,,541.50,,,,,,,147.54,541.50,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV THRPY 1ST HR,4002937,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,Health Net,Commerical Exchange Product,,332.35,,,,,,,147.54,541.50,fee schedule,
INF IV THRPY 1ST HR,4002937,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,Health Net,Commerical Exchange Product,,332.35,,,,,,,147.54,541.50,fee schedule,
INF IV THRPY 1ST HR,4002937,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,UPMC Health Plan,Medicare Advantage,,224.56,,,,,,,147.54,541.50,fee schedule,
INF IV THRPY 1ST HR,7690050,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,"Health Choice Arizona, Inc.",Medicaid,,147.54,,,,,,,147.54,541.50,fee schedule,
INF IV THRPY 1ST HR,7690050,CDM,260,RC,96365,CPT,,,facility,outpatient,,,653.00000,248.79000,Blue Cross Blue Shield of Arizona,Commercial,,541.50,,,,,,,147.54,541.50,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV THRPY ADDL HR,2601383,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,"Cigna Healthcare of Arizona, Inc.",Commercial,,159.38,,,,,,,29.00,448.00,percent of total billed charges,
INF IV THRPY ADDL HR,2601383,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,"Cigna Healthcare of Arizona, Inc.",LocalFlex,,152.42,,,,,,,29.00,448.00,percent of total billed charges,
INF IV THRPY ADDL HR,2601383,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,,173.67,,,,,,,29.00,448.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV THRPY ADDL HR,2601383,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Health Net,Commerical Exchange Product,,72.79,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,2601383,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Health Net,Commerical Exchange Product,,72.79,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,2601383,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,United Healthcare,Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,2601383,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,United Healthcare,UHC Core,,426.00,,,,,,,29.00,448.00,per diem,
INF IV THRPY ADDL HR,2601987,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,United Healthcare,UHC Doctor's Plan,,407.00,,,,,,,29.00,448.00,per diem,
INF IV THRPY ADDL HR,4002945,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Aetna,Broad Network,,133.86,,,,,,,29.00,448.00,percent of total billed charges,
INF IV THRPY ADDL HR,7202559,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Aetna,Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,7202559,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Banner University Health Plan,Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,7202559,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Carelon,Medicare Advantage,,51.64,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,7632938,CDM,260,RC,96366,CPT,,,facility,inpatient,,,232.00000,88.39000,Aetna,Medical Rental,,122.26,,,,,,,104.40,174.00,percent of total billed charges,
INF IV THRPY ADDL HR,7632938,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,"Health Choice Arizona, Inc.",Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,7632938,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Gila River Health Care Corporation,Managed Care Program,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,7632938,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Wellpoint,Medicare Advantage HMO,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,7632938,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Wellpoint,Medicare Advantage HMO,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,7690068,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,"Cigna Healthcare of Arizona, Inc.",PPO Medicare Advantage Plan,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,7690068,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Aetna,Qualified Health Plan,,66.88,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,7690068,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,,130.25,,,,,,,29.00,448.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV THRPY ADDL HR,7690068,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Blue Cross Blue Shield of Arizona,Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,7690068,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Blue Cross Blue Shield of Arizona,Medicare Advantage,,49.18,,,,,,,29.00,448.00,fee schedule,
INF IV THRPY ADDL HR,7690068,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,Health Net,Medicaid,,29.00,,,,,,,29.00,448.00,case rate,
INF IV THRPY ADDL HR,7690068,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,104.40,,,,,,,29.00,448.00,percent of total billed charges,
INF IV THRPY ADDL HR,7690068,CDM,260,RC,96366,CPT,,,facility,outpatient,,,232.00000,88.39000,United Healthcare,UHC Doctor's Plan,,407.00,,,,,,,29.00,448.00,per diem,
INF IV THRPY CONCURRENT,2601409,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,"Health Choice Arizona, Inc.",Medicaid,,60.03,,,,,,,47.32,448.00,percent of total billed charges,
INF IV THRPY CONCURRENT,2601409,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,Blue Cross Blue Shield of Arizona,Commercial,,162.19,,,,,,,47.32,448.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV THRPY CONCURRENT,2601409,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,United Healthcare,UHC Doctor's Plan,,407.00,,,,,,,47.32,448.00,per diem,
INF IV THRPY CONCURRENT,2601789,CDM,260,RC,96368,CPT,,,facility,inpatient,,,268.00000,102.11000,Provider Network of America,Commercial,,201.00,,,,,,,120.60,201.00,percent of total billed charges,
INF IV THRPY CONCURRENT,2601789,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,"Health Choice Arizona, Inc.",Medicaid,,60.03,,,,,,,47.32,448.00,percent of total billed charges,
INF IV THRPY CONCURRENT,2601789,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,Blue Cross Blue Shield of Arizona,BCBSAZ Alliance/Blue HPN,,129.75,,,,,,,47.32,448.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV THRPY CONCURRENT,2601789,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,,121.64,,,,,,,47.32,448.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV THRPY CONCURRENT,2601789,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,120.60,,,,,,,47.32,448.00,percent of total billed charges,
INF IV THRPY CONCURRENT,7632946,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,Aetna,Joint Venture,,123.82,,,,,,,47.32,448.00,percent of total billed charges,
INF IV THRPY CONCURRENT,7632946,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,Plotkin Health,Plotkin Health,,120.60,,,,,,,47.32,448.00,percent of total billed charges,
INF IV THRPY CONCURRENT,7690076,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,"Cigna Healthcare of Arizona, Inc.",LocalFlex,,176.08,,,,,,,47.32,448.00,percent of total billed charges,
INF IV THRPY CONCURRENT,7690076,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,Aetna,Broad Network,,154.64,,,,,,,47.32,448.00,percent of total billed charges,
INF IV THRPY CONCURRENT,7690076,CDM,260,RC,96368,CPT,,,facility,outpatient,,,268.00000,102.11000,United Healthcare,Commercial,,448.00,,,,,,,47.32,448.00,per diem,
INF IV THRPY SEQ DRUG NEW 1ST HR,7202567,CDM,260,RC,96367,CPT,,,facility,inpatient,,,348.00000,132.59000,Aetna,Medical Rental,,183.40,,,,,,,156.60,261.00,percent of total billed charges,
INF IV THRPY SEQ DRUG NEW 1ST HR,7202567,CDM,260,RC,96367,CPT,,,facility,outpatient,,,348.00000,132.59000,Banner University Health Plan,Medicare Advantage,,75.85,,,,,,,44.93,448.00,fee schedule,
INF IV THRPY SEQ DRUG NEW 1ST HR,7202567,CDM,260,RC,96367,CPT,,,facility,outpatient,,,348.00000,132.59000,Blue Cross Blue Shield of Arizona,Medicare Advantage,,75.85,,,,,,,44.93,448.00,fee schedule,
INF IV THRPY SEQ DRUG NEW 1ST HR,7202567,CDM,260,RC,96367,CPT,,,facility,outpatient,,,348.00000,132.59000,Blue Cross Blue Shield of Arizona,Medicare Advantage,,75.85,,,,,,,44.93,448.00,fee schedule,
INF IV THRPY SEQ DRUG NEW 1ST HR,7630148,CDM,260,RC,96367,CPT,,,facility,outpatient,,,348.00000,132.59000,Aetna,Medical Rental,,183.40,,,,,,,44.93,448.00,percent of total billed charges,"Multiple procedure processing -  Primary, Secondary, and Subsequent procedures reimbursed at 100% of contract rate."
INF IV THRPY SEQ DRUG NEW 1ST HR,7630148,CDM,260,RC,96367,CPT,,,facility,outpatient,,,348.00000,132.59000,Blue Cross Blue Shield of Arizona,Commercial,,273.05,,,,,,,44.93,448.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV THRPY SEQ DRUG NEW 1ST HR,7630148,CDM,260,RC,96367,CPT,,,facility,outpatient,,,348.00000,132.59000,Health Net,Medicaid,,44.93,,,,,,,44.93,448.00,case rate,
INF IV THRPY SEQ DRUG NEW 1ST HR,7630197,CDM,260,RC,96367,CPT,,,facility,outpatient,,,348.00000,132.59000,Provider Network of America,Commercial,,261.00,,,,,,,44.93,448.00,percent of total billed charges,
INF IV THRPY SEQ DRUG NEW 1ST HR,7633159,CDM,260,RC,96367,CPT,,,facility,outpatient,,,348.00000,132.59000,Blue Cross Blue Shield of Arizona,BXBSAZ Alliance CHS,,229.36,,,,,,,44.93,448.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INF IV THRPY SEQ DRUG NEW 1ST HR,7633159,CDM,260,RC,96367,CPT,,,facility,outpatient,,,348.00000,132.59000,Humana,Medicare Advantage,,78.13,,,,,,,44.93,448.00,fee schedule,
INF IV THRPY SEQ DRUG NEW 1ST HR,7633159,CDM,260,RC,96367,CPT,,,facility,outpatient,,,348.00000,132.59000,UPMC Health Plan,Medicare Advantage,,75.85,,,,,,,44.93,448.00,fee schedule,
INF IV THRPY SEQ DRUG NEW 1ST HR,7633159,CDM,260,RC,96367,CPT,,,facility,outpatient,,,348.00000,132.59000,United Healthcare,UHC Core,,426.00,,,,,,,44.93,448.00,per diem,
INHALATION AEROSOL PENTAMIDINE,4109765,CDM,410,RC,94642,CPT,,,facility,outpatient,,,296.00000,57.42000,Banner Health,Medicare Advantage,,216.78,,,,,,,55.20,357.69,fee schedule,
INHALATION AEROSOL PENTAMIDINE,4109765,CDM,410,RC,94642,CPT,,,facility,outpatient,,,296.00000,57.42000,Banner Health,Medicare Advantage,,216.78,,,,,,,55.20,357.69,fee schedule,
INHALATION AEROSOL PENTAMIDINE,4109765,CDM,410,RC,94642,CPT,,,facility,outpatient,,,296.00000,57.42000,Health Net,Medicare,,216.78,,,,,,,55.20,357.69,fee schedule,
INHALATION AEROSOL PENTAMIDINE,4109765,CDM,410,RC,94642,CPT,,,facility,outpatient,,,296.00000,57.42000,Mercy Care,Mercy Care Advantage,,216.78,,,,,,,55.20,357.69,fee schedule,
INJ ANES GANGLION IMPAR CT GD,3533163,CDM,361,RC,64999,CPT,,,facility,outpatient,,,1305.00000,467.19000,"Cigna Healthcare of Arizona, Inc.",HMO Medicare Advantage Plan,,314.62,,,,,,,189.35,5506.00,fee schedule,
INJ ANES GANGLION IMPAR FLUORO GD,3242856,CDM,361,RC,64999,CPT,,,facility,outpatient,,,1305.00000,467.19000,"Health Choice Arizona, Inc.",Medicare Advantage,,314.62,,,,,,,189.35,5506.00,fee schedule,
INJ ANES GANGLION IMPAR FLUORO GD,3242856,CDM,361,RC,64999,CPT,,,facility,outpatient,,,1305.00000,467.19000,Blue Cross Blue Shield of Arizona,Medicare Advantage,,314.62,,,,,,,189.35,5506.00,fee schedule,
INJ ANES GANGLION IMPAR FLUORO GD,3242856,CDM,361,RC,64999,CPT,,,facility,outpatient,,,1305.00000,467.19000,Blue Cross Blue Shield of Arizona,Medicare Advantage,,314.62,,,,,,,189.35,5506.00,fee schedule,
INJ ANES GANGLION IMPAR FLUORO GD,3242856,CDM,361,RC,64999,CPT,,,facility,outpatient,,,1305.00000,467.19000,United Healthcare,Individual Exchange,,440.47,,,,,,,189.35,5506.00,fee schedule,
INJ ANES GANGLION SPHENO BI,3250966,CDM,361,RC,64505,CPT,,,facility,inpatient,,,900.00000,322.20000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,50,405.00,,,,,,,405.00,675.00,percent of total billed charges,
INJ ANES GANGLION SPHENO BI,3250966,CDM,361,RC,64505,CPT,,,facility,outpatient,,,900.00000,322.20000,"Cigna Healthcare of Arizona, Inc.",Commercial,50,4464.00,,,,,,,180.00,5506.00,case rate,Multiple procedure logic: 100/50/25
INJ ANES GANGLION SPHENO BI,3250966,CDM,361,RC,64505,CPT,,,facility,outpatient,,,900.00000,322.20000,Health Net,Medicare,50,450.00,,,,,,,180.00,5506.00,percent of total billed charges,
INJ ANES GANGLION SPHENO BI,3530813,CDM,361,RC,64505,CPT,,,facility,outpatient,,,900.00000,322.20000,"Health Choice Arizona, Inc.",ACA Health Plan,50,450.00,,,,,,,180.00,5506.00,percent of total billed charges,
INJ ANES GANGLION SPHENO LT,3250941,CDM,361,RC,64505,CPT,,,facility,outpatient,,,600.00000,214.80000,Arizona Physicians IPA,Medicaid,LT,189.35,,,,,,,120.00,5506.00,case rate,
INJ ANES GANGLION SPHENO LT,3250941,CDM,361,RC,64505,CPT,,,facility,outpatient,,,600.00000,214.80000,Blue Cross Blue Shield of Arizona,BXBSAZ Alliance CHS,LT,870.30,,,,,,,120.00,5506.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INJ ANES GANGLION SPHENO LT,3530797,CDM,361,RC,64505,CPT,,,facility,outpatient,,,600.00000,214.80000,Arizona Physicians IPA,Medicaid,LT,189.35,,,,,,,120.00,5506.00,case rate,
INJ ANES GANGLION SPHENO LT,3530797,CDM,361,RC,64505,CPT,,,facility,outpatient,,,600.00000,214.80000,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,LT,1036.08,,,,,,,120.00,5506.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
INJ ANES GANGLION SPHENO LT,3530797,CDM,361,RC,64505,CPT,,,facility,outpatient,,,600.00000,214.80000,Health Net,Commerical Exchange Product,LT,324.00,,,,,,,120.00,5506.00,percent of total billed charges,
INJ ANES GANGLION SPHENO LT,3530797,CDM,361,RC,64505,CPT,,,facility,outpatient,,,600.00000,214.80000,Health Net,Commerical Exchange Product,LT,324.00,,,,,,,120.00,5506.00,percent of total billed charges,
INJ ANES GANGLION SPHENO RT,7203052,CDM,361,RC,64505,CPT,,,facility,inpatient,,,600.00000,214.80000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,RT,270.00,,,,,,,270.00,450.00,percent of total billed charges,
INJ ANES GANGLION SPHENO RT,7203052,CDM,361,RC,64505,CPT,,,facility,outpatient,,,600.00000,214.80000,Provider Network of America,Commercial,RT,450.00,,,,,,,120.00,5506.00,percent of total billed charges,
INJ ANES GANGLION SPHENO RT,7203052,CDM,361,RC,64505,CPT,,,facility,outpatient,,,600.00000,214.80000,Quiktrip Corporation,Commercial,RT,324.00,,,,,,,120.00,5506.00,percent of total billed charges,
INJ ANES GANGLION SPHENO RT,7203052,CDM,361,RC,64505,CPT,,,facility,outpatient,,,600.00000,214.80000,United Healthcare,UHC Core,RT,2210.00,,,,,,,120.00,5506.00,case rate,
INJ ANES GANGLION STELLA BI,3531902,CDM,361,RC,64510,CPT,,,facility,outpatient,,,2430.00000,869.94000,Aetna,Joint Venture,50,4405.00,,,,,,,486.00,5506.00,case rate,
INJ ANES GANGLION STELLA BI,3531902,CDM,361,RC,64510,CPT,,,facility,outpatient,,,2430.00000,869.94000,Aetna,Medical Rental,50,1280.61,,,,,,,486.00,5506.00,percent of total billed charges,"Multiple procedure processing -  Primary, Secondary, and Subsequent procedures reimbursed at 100% of contract rate."
INJ ANES GANGLION STELLA LT,3531886,CDM,361,RC,64510,CPT,,,facility,outpatient,,,1620.00000,579.96000,Aetna,Banner Employee Plans,LT,1170.00,,,,,,,324.00,5506.00,case rate,"Multi proc logic: first procedure reimbursed at 100% of contract rate, second procedure reimbursed at 50% of contract rate, subsequent procedures reimbursed at 25% of contract rate."
INJ ANES GANGLION STELLA LT,3531886,CDM,361,RC,64510,CPT,,,facility,outpatient,,,1620.00000,579.96000,Arizona Medical Network,Commercial,LT,1134.00,,,,,,,324.00,5506.00,percent of total billed charges,
INJ ANES GANGLION STELLA RT,3531894,CDM,361,RC,64510,CPT,,,facility,outpatient,,,1620.00000,579.96000,Aetna,Joint Venture,RT,4405.00,,,,,,,324.00,5506.00,case rate,
INJ ANES GANGLION STELLA RT,3531894,CDM,361,RC,64510,CPT,,,facility,outpatient,,,1620.00000,579.96000,Health Net,Medicare,RT,810.00,,,,,,,324.00,5506.00,percent of total billed charges,
INJ ANES LUMB/THOR SYMPATHETIC,3221983,CDM,361,RC,64520,CPT,,,facility,inpatient,,,1382.00000,494.76000,Aetna,Medical Rental,,728.31,,,,,,,621.90,1036.50,percent of total billed charges,
