"MS-DRG 42.00: BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITHOUT CC/MCC",585,MS-DRG,,,,,,,facility,inpatient,,,,22673.63000,Medica,Commercial,,,90.00,,,,,0,18961.78,44343.16,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: CARDIAC ARREST, UNEXPLAINED WITH CC",297,MS-DRG,,,,,,,facility,inpatient,,,,9815.37000,NaphCare,Medicare,,10765.54,,,,,,,6728.46,15734.88,fee schedule,
"MS-DRG 42.00: CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",286,MS-DRG,,,,,,,facility,inpatient,,,,29028.71000,United Healthcare,Commercial,,,83.40,,,,,0,21141.56,49440.69,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC",443,MS-DRG,,,,,,,facility,inpatient,,,,9626.87000,InterWest Health,Medicare Advantage,,6846.46,,,,,,,6712.22,15696.91,fee schedule,
"MS-DRG 42.00: EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",147,MS-DRG,,,,,,,facility,inpatient,,,,16641.69000,Banner Health,Banner Choice Plus/Banner Select,,11890.40,,,,,,,11890.40,27806.34,fee schedule,
"MS-DRG 42.00: ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITH MAJOR O.R. PROCEDURES",003,MS-DRG,,,,,,,facility,inpatient,,,,287055.67000,InterWest Health,Medicare Advantage,,208810.10,,,,,,,204715.78,478739.08,fee schedule,
"MS-DRG 42.00: ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITH MAJOR O.R. PROCEDURES",003,MS-DRG,,,,,,,facility,inpatient,,,,287055.67000,Prime Health Services,Medicare Advantage,,208810.10,,,,,,,204715.78,478739.08,fee schedule,
"MS-DRG 42.00: INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",758,MS-DRG,,,,,,,facility,inpatient,,,,13369.90000,Blue Cross Blue Shield of Wyoming,Institutional,,22769.12,,,,,,,9736.39,22769.12,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",758,MS-DRG,,,,,,,facility,inpatient,,,,13369.90000,Prime Health Services,Medicare Advantage,,9931.12,,,,,,,9736.39,22769.12,fee schedule,
"MS-DRG 42.00: INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC",757,MS-DRG,,,,,,,facility,inpatient,,,,20088.51000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,,23069.39,,,,,,,13519.02,31614.97,case rate,Charges in excess of 2x the calculated DRG rate will be reimbursed at 80% of in addition to the DRG rate.
"MS-DRG 42.00: INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC",757,MS-DRG,,,,,,,facility,inpatient,,,,20088.51000,United Healthcare,UHC Medicare Advantage,,13519.02,,,,,,,13519.02,31614.97,fee schedule,
"MS-DRG 42.00: ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH CC",062,MS-DRG,,,,,,,facility,inpatient,,,,25204.89000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,,29028.67,,,,,,,17011.24,39781.74,case rate,Charges in excess of 2x the calculated DRG rate will be reimbursed at 80% of in addition to the DRG rate.
"MS-DRG 42.00: ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH CC",062,MS-DRG,,,,,,,facility,inpatient,,,,25204.89000,InterWest Health,Medicare Advantage,,17351.46,,,,,,,17011.24,39781.74,fee schedule,
"MS-DRG 42.00: LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",493,MS-DRG,,,,,,,facility,inpatient,,,,32340.89000,Blue Cross Blue Shield of Wyoming,Institutional,,53633.53,,,,,,,22934.48,53633.53,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",493,MS-DRG,,,,,,,facility,inpatient,,,,32340.89000,Medica,Commercial,,,90.00,,,,,0,22934.48,53633.53,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",492,MS-DRG,,,,,,,facility,inpatient,,,,46612.89000,Blue Cross Blue Shield of Wyoming,Blue Select PPO,,72746.33,,,,,,,33921.24,79326.70,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",755,MS-DRG,,,,,,,facility,inpatient,,,,14608.60000,United Healthcare,Commercial,,,83.40,,,,,0,10603.74,24797.41,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",755,MS-DRG,,,,,,,facility,inpatient,,,,14608.60000,United Healthcare,UHC Medicare Advantage,,10603.74,,,,,,,10603.74,24797.41,fee schedule,
"MS-DRG 42.00: MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",723,MS-DRG,,,,,,,facility,inpatient,,,,14999.06000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,,18303.27,,,,,,,10726.00,25083.34,case rate,Charges in excess of 2x the calculated DRG rate will be reimbursed at 80% of in addition to the DRG rate.
"MS-DRG 42.00: MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",723,MS-DRG,,,,,,,facility,inpatient,,,,14999.06000,Blue Cross Blue Shield of Wyoming,Institutional,,25083.34,,,,,,,10726.00,25083.34,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",724,MS-DRG,,,,,,,facility,inpatient,,,,10905.96000,United Healthcare,UHC Medicare Advantage,,6959.62,,,,,,,6959.62,16275.46,fee schedule,
"MS-DRG 42.00: NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",789,MS-DRG,,,,,,,facility,inpatient,,,,24491.29000,NaphCare,Medicare,,27549.63,,,,,,,4711.55,29382.38,fee schedule,
"MS-DRG 42.00: OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",155,MS-DRG,,,,,,,facility,inpatient,,,,12750.55000,NaphCare,Federal Prison System,,14268.48,,,,,,,8917.80,20854.75,fee schedule,
"MS-DRG 42.00: OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",154,MS-DRG,,,,,,,facility,inpatient,,,,20707.86000,InterWest Health,Medicare Advantage,,15845.20,,,,,,,15534.51,36328.28,fee schedule,
"MS-DRG 42.00: OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",154,MS-DRG,,,,,,,facility,inpatient,,,,20707.86000,NaphCare,Medicare,,24855.22,,,,,,,15534.51,36328.28,fee schedule,
"MS-DRG 42.00: OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",145,MS-DRG,,,,,,,facility,inpatient,,,,16439.73000,United Healthcare,UHC Medicare Advantage,,11317.28,,,,,,,11317.28,26466.06,fee schedule,
"MS-DRG 42.00: OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",629,MS-DRG,,,,,,,facility,inpatient,,,,30469.37000,Prime Health Services,Medicare Advantage,,21913.19,,,,,,,21483.52,50240.39,fee schedule,
"MS-DRG 42.00: OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITHOUT CC/MCC",630,MS-DRG,,,,,,,facility,inpatient,,,,18795.95000,NaphCare,Federal Prison System,,21416.48,,,,,,,13385.30,31302.23,fee schedule,
"MS-DRG 42.00: OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",923,MS-DRG,,,,,,,facility,inpatient,,,,13612.26000,Banner Health,Banner Choice Plus/Banner Select,,9742.15,,,,,,,9742.15,22782.52,fee schedule,
"MS-DRG 42.00: OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",579,MS-DRG,,,,,,,facility,inpatient,,,,44997.19000,Blue Cross Blue Shield of Wyoming,Institutional,,72808.47,,,,,,,31133.96,72808.47,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",734,MS-DRG,,,,,,,facility,inpatient,,,,29271.06000,Banner Health,Banner Choice Plus/Banner Select,,20086.06,,,,,,,20086.06,46972.34,fee schedule,
"MS-DRG 42.00: SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC",512,MS-DRG,,,,,,,facility,inpatient,,,,21731.14000,Humana,Medicare Advantage,,15664.95,,,,,,,15357.79,35915.03,fee schedule,
"MS-DRG 42.00: SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",622,MS-DRG,,,,,,,facility,inpatient,,,,51513.84000,Banner Health,Banner Choice Plus/Banner Select,,35743.78,,,,,,,35743.78,83588.79,fee schedule,
"MS-DRG 42.00: SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",622,MS-DRG,,,,,,,facility,inpatient,,,,51513.84000,Blue Cross Blue Shield of Wyoming,Blue Select PPO,,76654.87,,,,,,,35743.78,83588.79,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",327,MS-DRG,,,,,,,facility,inpatient,,,,33619.98000,InterWest Health,Medicare Advantage,,23657.21,,,,,,,23193.34,54238.89,fee schedule,
"MS-DRG 42.00: TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",558,MS-DRG,,,,,,,facility,inpatient,,,,11821.52000,Medica,Commercial,,,90.00,,,,,0,8251.07,19295.56,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH CC",626,MS-DRG,,,,,,,facility,inpatient,,,,20088.51000,United Healthcare,Commercial,,,83.40,,,,,0,14416.91,33714.74,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",011,MS-DRG,,,,,,,facility,inpatient,,,,69421.16000,Blue Cross Blue Shield of Wyoming,Blue Select PPO,,110535.01,,,,,,,51541.92,120533.61,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",605,MS-DRG,,,,,,,facility,inpatient,,,,12238.91000,Blue Cross Blue Shield of Wyoming,Institutional,,20633.61,,,,,,,8823.22,20633.61,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",747,MS-DRG,,,,,,,facility,inpatient,,,,11942.70000,InterWest Health,Medicare Advantage,,9306.60,,,,,,,9124.12,21337.25,fee schedule,
"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH CONCHA BULLOSA RESECTION",31240,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"OPEN TREATMENT OF DISTAL FIBULAR FRACTURE (LATERAL MALLEOLUS), INCLUDES INTERNAL FIXATION, WHEN PERFORMED",27792,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"OPEN TREATMENT OF HUMERAL CONDYLAR FRACTURE, MEDIAL OR LATERAL, INCLUDES INTERNAL FIXATION, WHEN PERFORMED",24579,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"OPEN TREATMENT OF RADIAL SHAFT FRACTURE, INCLUDES INTERNAL FIXATION, WHEN PERFORMED",25515,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"REPAIR, INTERMEDIATE, WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); 12.6 CM TO 20.0 CM",12035,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"REVISION OF RECONSTRUCTED BREAST (EG, SIGNIFICANT REMOVAL OF TISSUE, RE-ADVANCEMENT AND/OR RE-INSET OF FLAPS IN AUTOLOGOUS RECONSTRUCTION OR SIGNIFICANT CAPSULAR REVISION COMBINED WITH SOFT TISSUE EXCISION IN IMPLANT-BASED RECONSTRUCTION)",19380,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",6984.48,6984.48,6984.48,1 through 10,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc."
"THYROIDECTOMY, REMOVAL OF ALL REMAINING THYROID TISSUE FOLLOWING PREVIOUS REMOVAL OF A PORTION OF THYROID",60260,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"TREATMENT OF MISSED ABORTION, COMPLETED SURGICALLY; FIRST TRIMESTER",59820,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
ABL CATH IC NODE A/V W/WO PM TEMP,4801338,CDM,480,RC,93650,CPT,,,facility,outpatient,,,16948.00000,7118.16000,Mountain Health Cooperative (CO-OP),Mountain Health Plan,,15761.64,,,,,,,4575.96,16609.04,percent of total billed charges,
ABL CRYO NEUROMA,3533908,CDM,361,RC,17999,CPT,,,facility,inpatient,,,10632.00000,4465.44000,"Hue Health, Inc",Medicare Advantage,,9037.20,,,,,,,9037.20,10419.36,percent of total billed charges,
ABL CRYO NEUROMA,3533908,CDM,361,RC,17999,CPT,,,facility,inpatient,,,10632.00000,4465.44000,InterWest Health,Workers' Comp,,10419.36,,,,,,,9037.20,10419.36,percent of total billed charges,"Reimbursement will be the lesser of 98% of state or federal WC schedule or 98% of the usual and customary rate, or 98% of billed charges."
ABL CRYO PLEXUS/TRUNCAL NRV PERC,3503869,CDM,361,RC,0442T,CPT,,,facility,outpatient,,,7146.00000,3001.32000,Blue Cross Blue Shield of Wyoming,Institutional,,4909.30,,,,,,,1929.42,18767.00,percent of total billed charges,
ABL CRYO PLEXUS/TRUNCAL NRV PERC,3503869,CDM,361,RC,0442T,CPT,,,facility,outpatient,,,7146.00000,3001.32000,InterWest Health,Group Health,,6931.62,,,,,,,1929.42,18767.00,percent of total billed charges,
ABL CRYO PLEXUS/TRUNCAL NRV PERC,3503869,CDM,361,RC,0442T,CPT,,,facility,outpatient,,,7146.00000,3001.32000,Medica,Commercial,,6431.40,,,,,,,1929.42,18767.00,percent of total billed charges,
ABL CRYO TUMOR/S KIDNEY PERC BI,3531837,CDM,361,RC,50593,CPT,,,facility,outpatient,,,21381.00000,8980.02000,Mountain Health Cooperative (CO-OP),Mountain Health Plan,50,19884.33,,,,,,,5772.87,26502.00,percent of total billed charges,
ABL CRYO TUMOR/S KIDNEY PERC LT,3523958,CDM,361,RC,50593,CPT,,,facility,inpatient,,,14254.00000,5986.68000,InterWest Health,Workers' Comp,LT,13968.92,,,,,,,12115.90,13968.92,percent of total billed charges,"Reimbursement will be the lesser of 98% of state or federal WC schedule or 98% of the usual and customary rate, or 98% of billed charges."
ABL CRYO TUMOR/S KIDNEY PERC LT,3523958,CDM,361,RC,50593,CPT,,,facility,outpatient,,,14254.00000,5986.68000,Prime Health Services,Group Health,LT,13826.38,,,,,,,3848.58,26502.00,percent of total billed charges,Reimbursement for workers' compensation claims will be the lesser of 98% of any maximum allowable rate as specified by state or federal law based on workers' compensation fee schedules or 98% of any usual customary rate or 98% of billed charges.
ABL RF JOINT SI INCL IMG GD BI,3266418,CDM,361,RC,64625,CPT,,,facility,inpatient,,,6300.00000,2646.00000,InterWest Health,Workers' Comp,50,6174.00,,,,,,,5355.00,6174.00,percent of total billed charges,"Reimbursement will be the lesser of 98% of state or federal WC schedule or 98% of the usual and customary rate, or 98% of billed charges."
