"AMIFOSTINE CRYSTALLINE 500 MG INTRAVENOUS SOLUTION","76310-017-01","NDC","","","","","facility","both","1","EA","","4351","2175.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMINOPHYLLINE 250 MG/10 ML INTRAVENOUS SOLUTION","0409-5921-01","NDC","","","","","facility","both","1","EA","","144","72","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 ML"
"AMITRIPTYLINE 50 MG TABLET","0904-0202-61","NDC","","","","","facility","both","1","EA","","12","6","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMMONIUM LACTATE 12 % LOTION","904598426","NDC","","","","","facility","both","1","EA","","225","112.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 225 G"
"AMOXICILLIN 875 MG-POTASSIUM CLAVULANATE 125 MG TABLET","16714-478-02","NDC","","","","","facility","both","1","EA","","34","17","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 875 MG-POTASSIUM CLAVULANATE 125 MG TABLET","42571-162-01","NDC","","","","","facility","both","1","EA","","35","17.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 2 GRAM SOLUTION FOR INJECTION","70594-087-01","NDC","","","","","facility","both","1","EA","","54","27","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANASTROZOLE 1 MG TABLET","16729-035-10","NDC","","","","","facility","both","1","EA","","87","43.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANASTROZOLE 1 MG TABLET","16729-035-15","NDC","","","","","facility","both","1","EA","","87","43.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 250 (+/-) UNIT IV SOLUTION","0944-3051-02","NDC","","","","","facility","both","1","EA","","19","9.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"APO-VARENICLINE 1 MG TABLET","60505-4766-6","NDC","","","","","facility","both","1","EA","","59","29.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 10 MG TABLET","0904-6290-61","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"Abatacept injection","J0129","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Hmo","60.43","","","","","","","fee schedule","22.42","92.11",""
"Abatacept injection","J0129","HCPCS","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","92.11","","","","","","","fee schedule","22.42","92.11",""
"Abciximab injection","J0130","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","765.64","","","","","","","fee schedule","727.36","2143.61",""
"Abd paracentesis w/imaging","49083","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","906.83","","","","","","","fee schedule","570.92","1538.79","APC"
"Abd paracentesis w/imaging","49083","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","843.57","","","","","","","fee schedule","570.92","1538.79","APC"
"Abd paracentesis w/imaging","49083","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Preferred Blue Ppo","1433.3","","","","","","","fee schedule","570.92","1538.79",""
"Abd paracentesis","49082","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Hmo","1538.79","","","","","","","fee schedule","570.92","1538.79",""
"Abdomen surgery procedure","22999","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","2331.18","","","","","","","fee schedule","229.42","6283.21",""
"Abl1 gene","81170","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","330","","","","","","","fee schedule","300","330","APC"
"Ablate inf turbinate superf","30801","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","1551.33","","","","","","","fee schedule","806.24","2173.06","APC"
"Ablate pulm tumor perq crybl","32994","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","10628.07","","","","","","","fee schedule","3646.87","10875.23","APC"
"Ablate pulm tumor perq crybl","32994","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","3838.81","","","","","","","fee schedule","3646.87","10875.23",""
"Abltj perc lxtr/perph nrv","0441T","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Preferred Blue Ppo","3174.1","","","","","","","fee schedule","1264.32","3407.72",""
"Abltj perc plex/trncl nrv","0442T","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","4324.19","","","","","","","fee schedule","4107.98","11072.21",""
"Abltj perc plex/trncl nrv","0442T","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","4324.19","","","","","","","fee schedule","4107.98","11072.21",""
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","facility","inpatient","","","","","","Clover Health","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Abortion Without D&C","779","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Abortion Without D&C","779","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Employee","5750.08","","","","","","","fee schedule","5260.94","10677.73",""
"Above knee wood socket","L5644","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","737.55","","","","","","","fee schedule","723.09","795.4","APC"
"Acesso tl, per sq cm","Q4300","HCPCS","","","","","facility","outpatient","","","","","","Cigna","All Commercial Plans","3172.05","","","","","","","fee schedule","115.74","4285.81",""
"Acetone assay","82010","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","29.66","","","","","","","fee schedule","8.17","60.46",""
"Acetylcholn rcptr blckg antb","86042","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","20.24","","","","","","","fee schedule","18.4","20.24","APC"
"Acetylcysteine injection","J0132","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","1.03","","","","","","","fee schedule","0.85","2.27",""
"Acid perfusion of esophagus","91030","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","447.64","","","","","","","fee schedule","347.07","1146.19",""
"Acoustic immitance testing","92570","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","119.68","","","","","","","fee schedule","50.3","135.58","APC"
"Acoustic immitance testing","92570","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","50.3","","","","","","","fee schedule","50.3","135.58",""
"Acth stimulation panel","80406","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Preferred Blue Ppo","320.58","","","","","","","fee schedule","78.26","344.17",""
"Acute & Subacute Endocarditis","126","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute & Subacute Endocarditis","126","MS-DRG","","","","","facility","inpatient","","","","","","Optum Health Care Solutions","Transplant Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare Managed Care Plan","10681.65","","","","","","","fee schedule","1062.64","11519.43","MSDRG Base Rate"
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","9618.25","9618.25","9618.25","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://www.scdhhs.gov/providers/provider-manual-list]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare/Medicaid Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Optum Health Care Solutions","Transplant Medicare Managed Care Plan","16984.7","","","","","","","fee schedule","14559.89","29551.12","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Optum Behavioral Health Plan","","","[Lesser Than Charges paid at %: 100] [Psych-Per Diem: 1200]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Blueessentials Exchange","15099.69","","","","","","","fee schedule","14344.71","29114.38",""
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","25700.29","","","","","","","fee schedule","14344.71","29114.38","MSDRG Base Rate"
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Clover Health","Medicare Managed Care Plan","10410.31","","","","","","","fee schedule","10206.19","28350.53","MSDRG Base Rate"
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute GI blood loss imaging","78278","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","371.82","","","","","","","fee schedule","198.33","534.56","APC"
"Acute GI blood loss imaging","78278","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","208.77","","","","","","","fee schedule","198.33","534.56",""
"Acute Leukemia With Cc","835","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","State Other Commercial Plan","41892.94","","","","","","","fee schedule","20289.35","58338.4",""
"Acute Leukemia With Mcc","834","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","49978.89","","","","","","","fee schedule","49978.89","257660.21","MSDRG Base Rate"
"Acute Leukemia With Other Procedures","850","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","77623.19","","","","","","","fee schedule","40941.6","85385.51","MSDRG Base Rate"
"Acute Leukemia With Other Procedures","850","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Employee","44754.14","","","","","","","fee schedule","40941.6","85385.51",""
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Blueessentials Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","10096.61","10096.61","10096.61","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare/Medicaid Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Healthspring Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","9580.9","9580.9","9580.9","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://www.scdhhs.gov/providers/provider-manual-list]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections Without Cc/Mcc","122","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Lifesource Transplant","","","[Heart Transplant-Case Rate: 160000 Days: 26 Additional Days: 3500] [Heart/Lung Simul. Transplant-Case Rate: 287000 Days: 26 Additional Days: 3500] [Lung Transplant-Double-Case Rate: 225000 Days: 25 Additional Days: 3500] [Lung Transplant-Single-Case Rate: 167000 Days: 25 Additional Days: 3500]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections Without Cc/Mcc","122","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Marketplace Exchange","9846.25","","","","","","","fee schedule","3851.17","9846.25","MSDRG Base Rate"
"Acute Major Eye Infections","044","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Preferred Blue Ppo","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections","044","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","State Other Commercial Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 1200] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Discharged Alive With Cc","281","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare/Medicaid Managed Care Plan","10316.01","","","","","","","fee schedule","10113.74","27272.15","MSDRG Base Rate"
"Acute Myocardial Infarction, Discharged Alive With Mcc","280","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","16088.11","","","","","","","fee schedule","16088.11","38077.49","MSDRG Base Rate"
"Acute Myocardial Infarction, Discharged Alive With Mcc","280","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Preferred Blue Ppo","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","36430.81","36430.81","46973.42","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute Myocardial Infarction, Discharged Alive With Mcc","280","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://www.scdhhs.gov/providers/provider-manual-list]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Discharged Alive Without Cc/Mcc","282","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare/Medicaid Managed Care Plan","8572.38","","","","","","","fee schedule","8404.29","24193.39","MSDRG Base Rate"
"Acute Myocardial Infarction, Expired With Cc","284","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Hmo","20492.76","","","","","","","fee schedule","8134.79","20492.76",""
"Acute Myocardial Infarction, Expired With Cc","284","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Employee","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 900] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","19373.57","","","","","","","fee schedule","16736.52","33968.88","MSDRG Base Rate"
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","facility","inpatient","","","","","","Optum Health Care Solutions","Transplant Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","19761.04","","","","","","","fee schedule","16736.52","33968.88","MSDRG Base Rate"
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","7321.06","","","","","","","fee schedule","6699.92","13598.33","MSDRG Base Rate"
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Hmo","13598.33","","","","","","","fee schedule","6699.92","13598.33",""
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Clover Health","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare/Medicaid Managed Care Plan","7467.48","","","","","","","fee schedule","6699.92","13598.33","MSDRG Base Rate"
"Acylcarnitines quant","82017","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","42.88","","","","","","","fee schedule","16.87","64.53",""
"Add UE prost b/e acrylic","L7403","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","501.53","","","","","","","fee schedule","455.94","501.53","APC"
"Add ue prost be/wd, ultlite","L7400","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","407.92","","","","","","","fee schedule","379.46","417.41","APC"
"Adenovirus antibody","86603","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","13.84","","","","","","","fee schedule","12.87","56.33","APC"
"Adm of soc dtr assess 5-15 m","G0136","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","35.55","","","","","","","fee schedule","26.58","38.33","APC"
"Admin pneumococcal vaccine","G0009","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","47.91","","","","","","","fee schedule","40.32","108.68","APC"
"Admit For Renal Dialysis","685","MS-DRG","","","","","facility","inpatient","","","","","","Optum Health Care Solutions","Transplant Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Admit For Renal Dialysis","685","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures With Cc/Mcc","614","MS-DRG","","","","","facility","inpatient","","","","","","Ambetter Health","Transplant","","","[BMT-Allogeneic related-Case Rate: 188490 Days: 40 Additional Days: 5923] [BMT-Allogeneic unrelated-Case Rate: 230720 Days: 40 Additional Days: 5923] [BMT-Autologous-other-Case Rate: 133900 Days: 30 Additional Days: 5923] [Heart Transplant-Case Rate: 269860 Days: 25 Additional Days: 5923] [Kidney Transplant-Case Rate: 101970 Days: 15 Additional Days: 5923] [Liver Transplant-Case Rate: 249260 Days: 25 Additional Days: 5923] [Lung Transplant-Double-Case Rate: 329600 Days: 30 Additional Days: 5923] [Lung Transplant-Single-Case Rate: 236900 Days: 25 Additional Days: 5923] [Pancreas Transplant-Case Rate: 149350 Days: 15 Additional Days: 5923]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures With Cc/Mcc","614","MS-DRG","","","","","facility","inpatient","","","","","","Lifetrac","Transplant","","","[BMT-Allogeneic related-Case Rate: 148900 Days: 30 Additional Days: 4500] [BMT-Allogeneic unrelated-Case Rate: 192950 Days: 40 Additional Days: 4500] [BMT-Autologous-other-Case Rate: 108050 Days: 25 Additional Days: 4500] [Heart Transplant-Case Rate: 114650 Days: 28 Additional Days: 4500] [Heart/Lung Simul. Transplant-Case Rate: 90900 Days: 18 Additional Days: 4500] [Kidney Transplant-Case Rate: 61750 Days: 12 Additional Days: 4500] [Liver Transplant-Case Rate: 107500 Days: 20 Additional Days: 4500] [Lung Transplant-Double-Case Rate: 170900 Days: 32 Additional Days: 4500] [Lung Transplant-Single-Case Rate: 165375 Days: 28 Additional Days: 4500] [Pancreas Transplant-Case Rate: 77180 Days: 16 Additional Days: 4500]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures With Cc/Mcc","614","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures Without Cc/Mcc","615","MS-DRG","","","","","facility","inpatient","","","","","","Absolute Total Care","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://www.scdhhs.gov/providers/provider-manual-list]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures Without Cc/Mcc","615","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","21634.9","","","","","","","fee schedule","14301.9","41715.22",""
"Adrenal cortex & medulla img","78075","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","626.17","","","","","","","fee schedule","626.17","1687.72",""
"Adv prim care mgmt lvl 2","G0557","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","38.33","","","","","","","fee schedule","34.85","38.33","APC"
"Afo molded plas rig ant tib","L1945","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","1150.71","","","","","","","fee schedule","1128.15","1240.96","APC"
"Afo plastic","L1930","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","271.84","","","","","","","fee schedule","271.84","299.02","APC"
"Afo spiral molded to pt plas","L1950","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","855.92","","","","","","","fee schedule","855.92","941.51","APC"
"Afo sprng wir drsflx calf bd","L1900","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","354.52","","","","","","","fee schedule","347.57","382.33","APC"
"After cataract laser surgery","66821","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","501.16","","","","","","","fee schedule","476.1","1283.23",""
"After cataract laser surgery","66821","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","476.1","","","","","","","fee schedule","476.1","1283.23",""
"Aftercare With Cc/Mcc","949","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Medicare Managed Care Plan","12473.84","","","","","","","fee schedule","12473.84","34840.56","MSDRG Base Rate"
