"AMOXICILLIN 500 MG-POTASSIUM CLAVULANATE 125 MG TABLET","65862-502-20","NDC","","","","","facility","both","1","EA","","27","13.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPHOTERICIN B LIPID COMPLEX 5 MG/ML INTRAVENOUS SUSPENSION","57665-101-41","NDC","","","","","facility","both","1","EA","","431","215.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20 ML"
"AMPHOTERICIN B LIPOSOME DILUTION 0.5 MG/ML","0000-9002-56","NDC","","","","","facility","both","1","EA","","78","39","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 ML"
"AMPHOTERICIN INTRAVITREAL 5 MCG/0.1 ML","0000-0002-55","NDC","","","","","facility","both","1","EA","","10","5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.4 ML"
"AMPICILLIN 2 GRAM SOLUTION FOR INJECTION","0781-3408-95","NDC","","","","","facility","both","1","EA","","102","51","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 2 GRAM SOLUTION FOR INJECTION","65219-020-23","NDC","","","","","facility","both","1","EA","","60","30","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 500 MG SOLUTION FOR INJECTION","0781-3407-95","NDC","","","","","facility","both","1","EA","","31","15.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANTIHEMOPHILIC FACTOR (RECOMB) 1,000 (+/-) UNIT INTRAVENOUS SOLUTION","0944-2843-10","NDC","","","","","facility","both","1","EA","","19","9.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 500 (+/-) UNIT IV SOLUTION","0944-3052-02","NDC","","","","","facility","both","1","EA","","19","9.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 10 MG TABLET","60687-179-01","NDC","","","","","facility","both","1","EA","","179","89.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 20 MG TABLET","67877-434-03","NDC","","","","","facility","both","1","EA","","265","132.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 5 MG TABLET","16714-784-01","NDC","","","","","facility","both","1","EA","","189","94.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATOMOXETINE 40 MG CAPSULE","55111-521-30","NDC","","","","","facility","both","1","EA","","95","47.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATOMOXETINE 40 MG CAPSULE","64980-376-03","NDC","","","","","facility","both","1","EA","","95","47.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 10 MG TABLET","68084-097-01","NDC","","","","","facility","both","1","EA","","9","4.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATROPINE 1 % SUBLINGUAL DROPS","17478-215-15","NDC","","","","","facility","both","1","EA","","563","281.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 15 ML"
"ATROPINE 1 % SUBLINGUAL DROPS","17478-215-15","NDC","","","","","facility","both","1","EA","","563","281.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 15 ML"
"AZACITIDINE 100 MG SOLUTION FOR SUBQ INJECTION","51991-797-98","NDC","","","","","facility","both","1","EA","","2347","1173.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AZITHROMYCIN 200 MG/5 ML ORAL SUSPENSION","0093-2026-94","NDC","","","","","facility","both","1","EA","","207","103.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 22.5 ML"
"AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION","70095-025-02","NDC","","","","","facility","both","1","EA","","47","23.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AZTREONAM 2 GRAM SOLUTION FOR INJECTION","63323-402-20","NDC","","","","","facility","both","1","EA","","303","151.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"Abdomen surgery procedure","22999","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","2453.87","","","","","","","fee schedule","229.42","6283.21",""
"Abdomen surgery procedure","49999","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","2505.65","","","","","","","fee schedule","843.57","6753.46",""
"Abdomen surgery procedure","49999","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","860.44","","","","","","","fee schedule","843.57","6753.46","APC"
"Abdominal pad","L1270","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","125","","","","","","","fee schedule","113.64","125","APC"
"Ablate heart dysrhythm focus","93650","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","5559.79","","","","","","","fee schedule","5281.8","14236",""
"Ablate inf turbinate superf","30801","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","848.67","","","","","","","fee schedule","806.24","2173.06",""
"Abortion (mpr)","59866","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","588.54","","","","","","","fee schedule","283.42","865.76",""
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","10842.88","","","","","","","fee schedule","8020.24","16278.1","MSDRG Base Rate"
"Above elbow myoelectronic ct","L6955","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","14914.26","","","","","","","fee schedule","14621.82","16084","APC"
"Above knee hydracadence","L5610","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","2724.76","","","","","","","fee schedule","2534.66","2788.13","APC"
"Acetylcholn rcptr modlg antb","86043","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","12.95","","","","","","","fee schedule","12.05","13.26","APC"
"Acth stimulation panel","80400","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Hmo","143.34","","","","","","","fee schedule","32.62","143.34",""
"Acute & Subacute Endocarditis","126","MS-DRG","","","","","facility","inpatient","","","","","","Absolute Total Care","Ambetter Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","facility","inpatient","","","","","","Absolute Total Care","Ambetter Exchange","11257.63","","","","","","","fee schedule","1062.64","11519.43","MSDRG Base Rate"
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","facility","inpatient","","","","","","Optum Health Care Solutions","Transplant Medicare Managed Care Plan","10472.21","","","","","","","fee schedule","1062.64","11519.43","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Blueessentials Exchange","15326.2","","","","","","","fee schedule","14559.89","29551.12",""
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Healthspring Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare Managed Care Plan","26214.3","","","","","","","fee schedule","14344.71","29114.38","MSDRG Base Rate"
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Lifetrac","Transplant","","","[BMT-Allogeneic related-Case Rate: 148900 Days: 30 Additional Days: 4500] [BMT-Allogeneic unrelated-Case Rate: 192950 Days: 40 Additional Days: 4500] [BMT-Autologous-other-Case Rate: 108050 Days: 25 Additional Days: 4500] [Heart Transplant-Case Rate: 114650 Days: 28 Additional Days: 4500] [Heart/Lung Simul. Transplant-Case Rate: 90900 Days: 18 Additional Days: 4500] [Kidney Transplant-Case Rate: 61750 Days: 12 Additional Days: 4500] [Liver Transplant-Case Rate: 107500 Days: 20 Additional Days: 4500] [Lung Transplant-Double-Case Rate: 170900 Days: 32 Additional Days: 4500] [Lung Transplant-Single-Case Rate: 165375 Days: 28 Additional Days: 4500] [Pancreas Transplant-Case Rate: 77180 Days: 16 Additional Days: 4500]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Exchange","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Leukemia With Mcc","834","MS-DRG","","","","","facility","inpatient","","","","","","Clover Health","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","facility","inpatient","","","","","","Optum Health Care Solutions","Transplant Medicare Managed Care Plan","12733.74","","","","","","","fee schedule","12733.74","33555.5","MSDRG Base Rate"
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare/Medicaid Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections Without Cc/Mcc","122","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","8951.14","","","","","","","fee schedule","3851.17","9846.25","MSDRG Base Rate"
"Acute Major Eye Infections","044","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections","044","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections","044","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","All Commercial Plans","","","[MSDRG Base Rate: FEE SCHEDULE] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 8637 (%BC): 58.60] [All Other IP (%BC): 58.60]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Discharged Alive With Cc","281","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Lifesource Transplant","","","[Heart Transplant-Case Rate: 160000 Days: 26 Additional Days: 3500] [Heart/Lung Simul. Transplant-Case Rate: 287000 Days: 26 Additional Days: 3500] [Lung Transplant-Double-Case Rate: 225000 Days: 25 Additional Days: 3500] [Lung Transplant-Single-Case Rate: 167000 Days: 25 Additional Days: 3500]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Discharged Alive With Mcc","280","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare/Medicaid Managed Care Plan","16409.87","","","","","","","fee schedule","16088.11","38077.49","MSDRG Base Rate"
"Acute Myocardial Infarction, Discharged Alive Without Cc/Mcc","282","MS-DRG","","","","","facility","inpatient","","","","","","Optum Health Care Solutions","Transplant Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired With Cc","284","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Lifesource Transplant","","","[Heart Transplant-Case Rate: 160000 Days: 26 Additional Days: 3500] [Heart/Lung Simul. Transplant-Case Rate: 287000 Days: 26 Additional Days: 3500] [Lung Transplant-Double-Case Rate: 225000 Days: 25 Additional Days: 3500] [Lung Transplant-Single-Case Rate: 167000 Days: 25 Additional Days: 3500]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","facility","inpatient","","","","","","Absolute Total Care","Ambetter Exchange","20826.59","","","","","","","fee schedule","16736.52","33968.88","MSDRG Base Rate"
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicaid Managed Care Plan","","","[Lesser Than Charges paid at %: 100]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","State Other Commercial Plan","24393.6","","","","","","","fee schedule","16736.52","33968.88",""
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","facility","inpatient","","","","","","Optum Health Care Solutions","Transplant Medicare Managed Care Plan","19373.57","","","","","","","fee schedule","16736.52","33968.88","MSDRG Base Rate"
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Absolute Total Care","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://www.scdhhs.gov/providers/provider-manual-list]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Healthspring Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acylcarnitines qual","82016","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","30.66","","","","","","","fee schedule","16.49","61.04",""
"Add UE prost s/d acrylic","L7405","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","989.93","","","","","","","fee schedule","899.94","989.93","APC"
"Add le poly knee custom kafo","L2387","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","213.06","","","","","","","fee schedule","208.88","229.77","APC"
"Add le poly knee custom kafo","L2387","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","229.77","","","","","","","fee schedule","208.88","229.77","APC"
"Admin pneumococcal vaccine","G0009","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","55.08","","","","","","","fee schedule","40.32","108.68",""
"Admit For Renal Dialysis","685","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures With Cc/Mcc","614","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicaid Managed Care Plan","","","[Lesser Than Charges paid at %: 100]","18241.13","18241.13","18241.13","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Adrenal And Pituitary Procedures With Cc/Mcc","614","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Preferred Blue Ppo","55108.78","","","","","","","fee schedule","21213.85","57599.71",""
"Adrenal And Pituitary Procedures Without Cc/Mcc","615","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures Without Cc/Mcc","615","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicaid Managed Care Plan","","","[Lesser Than Charges paid at %: 100]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures Without Cc/Mcc","615","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","State Other Commercial Plan","29955.52","","","","","","","fee schedule","14301.9","41715.22",""
"Adrenal And Pituitary Procedures Without Cc/Mcc","615","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures Without Cc/Mcc","615","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","All Commercial Plans","","","[MSDRG Base Rate: FEE SCHEDULE] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 8637 (%BC): 58.60] [All Other IP (%BC): 58.60]","45715.03","45715.03","45715.03","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Aep hearing status deter i&r","92651","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","133.53","","","","","","","fee schedule","126.85","341.92",""
"Aep hearing status deter i&r","92651","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","126.85","","","","","","","fee schedule","126.85","341.92",""
"Aerosol inhalation treatment","94642","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","148.81","","","","","","","fee schedule","148.81","401.07",""
"Afluria vacc, 3 yrs & >, im","Q2035","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","10.03","","","","","","","fee schedule","9.53","25.67",""
"Afo rig ant tib prefab TCF/=","L1932","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","1124.67","","","","","","","fee schedule","1102.62","1212.88","APC"
"Afo tibial fracture rigid","L2116","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","966.64","","","","","","","fee schedule","878.76","966.64","APC"
"Aftercare With Cc/Mcc","949","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","12473.84","","","","","","","fee schedule","12473.84","34840.56","MSDRG Base Rate"
"Aftercare, Musculoskeletal System And Connective Tissue With Mcc","559","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Employee","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 900] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Aftercare, Musculoskeletal System And Connective Tissue With Mcc","559","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","17042.58","17042.58","17042.58","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Aftercare, Musculoskeletal System And Connective Tissue Without Cc/Mcc","561","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","State Other Commercial Plan","18293.02","","","","","","","fee schedule","9109","25474.86",""
"Aftercare, Musculoskeletal System And Connective Tissue Without Cc/Mcc","561","MS-DRG","","","","","facility","inpatient","","","","","","Interlink","Transplant","","","[Transplants: Payment for transplant services is an all-inclusive global case rate that includes services performed in the inpatient and outpatient setting for both hospital and professional services.]","","","","0","other","","","No services performed during 15-month lookback period."
"Ag detect polyval ia mult","87451","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","48.96","","","","","","","fee schedule","10.51","71.49",""
"Agalsidase beta injection","J0180","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","230.15","","","","","","","fee schedule","125.45","469.3","APC"
"Aicd Lead Procedures","265","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Aicd Lead Procedures","265","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Medicare Managed Care Plan","33654.48","","","","","","","fee schedule","33654.48","98858.41","MSDRG Base Rate"
"Albuterol non-comp unit","J7613","HCPCS","","","","","facility","outpatient","","","","","","Cigna","Marketplace Exchange","0.11","","","","","","","fee schedule","0.09","0.11",""
"Alcohol, Drug Abuse Or Dependence With Rehabilitation Therapy","895","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","14444.07","","","","","","","fee schedule","1062.64","15888.48","MSDRG Base Rate"
"Alcohol, Drug Abuse Or Dependence Without Rehabilitation Therapy With Mcc","896","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","17317.87","","","","","","","fee schedule","1062.64","19049.66","MSDRG Base Rate"
"Alcohol, Drug Abuse Or Dependence Without Rehabilitation Therapy Without Mcc","897","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","1118.57","","","","","","","fee schedule","1062.64","10776.86",""
"Alcohol, Drug Abuse Or Dependence Without Rehabilitation Therapy Without Mcc","897","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Blueessentials Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","3355.71","920.28","8668.32","30","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Alcohol, Drug Abuse Or Dependence, Left Ama","894","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Employee","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 900] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Alcohol, Drug Abuse Or Dependence, Left Ama","894","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
