SCREW BONE 5MM X 45MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Coventry,Commercial,,447.25,,,,,,,105.24,895.12,percent of total billed charges,
SCREW BONE 5MM X 47.5MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Excellus BlueCross BlueShield,Medicare Advantage,,147.33,,,,,,,105.24,895.12,percent of total billed charges,
SCREW BONE 5MM X 47.5MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Harvard Pilgrim,Commercial,,420.94,,,,,,,105.24,895.12,percent of total billed charges,
SCREW BONE 5MM X 50MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,105.24,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 5MM X 50MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Wellpath,Correctional Healthcare,,289.40,,,,,,,105.24,895.12,percent of total billed charges,
SCREW BONE 5MM X 52.5MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Empire BlueCross BlueShield,HMO,,410.42,,,,,,,105.24,895.12,percent of total billed charges,
SCREW BONE 5MM X 55MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Harvard Pilgrim,Commercial,,420.94,,,,,,,105.24,895.12,percent of total billed charges,
SCREW BONE 5MM X 57.5MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,105.24,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 5MM X 60MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,105.24,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 5MM X 65MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,105.24,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 5MM X 85MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,105.24,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 5MM X 95MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Capital District Physicians' Health Plan,Commercial,,394.11,,,,,,,105.24,895.12,percent of total billed charges,
SCREW BONE 5MM X 95MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,Excellus BlueCross BlueShield,Commercial,,439.73,,,,,,,105.24,895.12,percent of total billed charges,
SCREW BONE 5MM X 95MM FULL THREADED LOCKING T2 CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,526.18000,526.18000,MagnaCare,Commercial,,420.94,,,,,,,105.24,895.12,percent of total billed charges,
SCREW BONE 6 1 3/8IN ORTHO CRUCIFORM,278,RC,C1713,HCPCS,,,facility,outpatient,,,131.54000,131.54000,EBPA,ERISA Welfare Plans,,113.12,,,,,,,26.31,895.12,percent of total billed charges,
SCREW BONE 6 1 5/8IN ORTHO CRUCIFORM,278,RC,C1713,HCPCS,,,facility,outpatient,,,131.54000,131.54000,Capital District Physicians' Health Plan,Commercial,,98.52,,,,,,,26.31,895.12,percent of total billed charges,
SCREW BONE 6 1.25IN ORTHO CRUCIFORM,278,RC,C1713,HCPCS,,,facility,outpatient,,,131.54000,131.54000,EBPA,ERISA Welfare Plans,,113.12,,,,,,,26.31,895.12,percent of total billed charges,
SCREW BONE 6 1.75IN ORTHO CRUCIFORM,278,RC,C1713,HCPCS,,,facility,outpatient,,,131.54000,131.54000,Cigna,Commercial,,128.25,,,,,,,26.31,895.12,percent of total billed charges,
SCREW BONE 6 3/8IN ORTHO CRUCIFORM,278,RC,C1713,HCPCS,,,facility,outpatient,,,131.54000,131.54000,Capital District Physicians' Health Plan,Commercial,,98.52,,,,,,,26.31,895.12,percent of total billed charges,
SCREW BONE 6.5 X 100MM CANCELLOUS 16MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,58.47,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 100MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Aetna,Medicare Advantage,,53.79,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 100MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,23.39,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 6.5 X 105MM CANCELLOUS 16MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,56.13,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 110MM CANCELLOUS 16MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,EBPA,ERISA Welfare Plans,,100.56,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 110MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,MagnaCare,Commercial,,93.54,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 110MM CANN COMP HEADLESS LT TI,278,RC,C1713,HCPCS,,,facility,outpatient,,,2741.35000,2741.35000,Aetna,Medicare Advantage,,1261.02,,,,,,,521.43,2698.58,percent of total billed charges,
SCREW BONE 6.5 X 120MM CANCELLOUS 16MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Aetna,Medicare Advantage,,53.79,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 120MM CANCELLOUS 16MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,23.39,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 6.5 X 120MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Aetna,Medicare Advantage,,53.79,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 120MM CANN FT TI,278,RC,C1713,HCPCS,,,facility,outpatient,,,1334.08000,1334.08000,NPPN,Commercial,,1200.67,,,,,,,266.82,1313.27,percent of total billed charges,
SCREW BONE 6.5 X 125MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Capital District Physicians' Health Plan,Commercial,,87.58,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 125MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Empire BlueCross BlueShield,HMO,,91.21,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 125MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,23.39,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 6.5 X 130MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,58.47,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 130MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,EBPA,ERISA Welfare Plans,,100.56,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 135MM CANN FT TI,278,RC,C1713,HCPCS,,,facility,outpatient,,,1334.08000,1334.08000,NPPN,Commercial,,1200.67,,,,,,,266.82,1313.27,percent of total billed charges,
SCREW BONE 6.5 X 140MM CANN FT TI,278,RC,C1713,HCPCS,,,facility,outpatient,,,1334.08000,1334.08000,United Healthcare,Managed Medicaid/Essential Plans,,266.82,,,,,,,266.82,1313.27,percent of total billed charges,
SCREW BONE 6.5 X 15MM ACETABULAR CUP SELF TAPPING HGP II,278,RC,C1713,HCPCS,,,facility,outpatient,,,373.52000,373.52000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,698.94,,,,,,,74.70,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 6.5 X 160MM CANNULATED 32MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,862.99000,862.99000,Cigna,Commercial,,841.42,,,,,,,172.60,895.12,percent of total billed charges,
SCREW BONE 6.5 X 160MM CANNULATED TI ST,278,RC,C1713,HCPCS,,,facility,outpatient,,,1469.27000,1469.27000,Harvard Pilgrim,Commercial,,1175.42,,,,,,,293.85,1446.35,percent of total billed charges,
SCREW BONE 6.5 X 180MM CANNULATED 16MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,862.99000,862.99000,EBPA,ERISA Welfare Plans,,742.17,,,,,,,172.60,895.12,percent of total billed charges,
SCREW BONE 6.5 X 180MM CANNULATED 16MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,862.99000,862.99000,Empire BlueCross BlueShield,HMO,,673.13,,,,,,,172.60,895.12,percent of total billed charges,
SCREW BONE 6.5 X 20MM ACETABULAR CANCELLOUS HEX HEAD OSTEOLOCK TI CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,304.50000,304.50000,Excellus BlueCross BlueShield,Medicare Advantage,,85.26,,,,,,,60.90,895.12,percent of total billed charges,
SCREW BONE 6.5 X 20MM ACETABULAR CANCELLOUS HEX HEAD OSTEOLOCK TI CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,304.50000,304.50000,Harvard Pilgrim,Commercial,,243.60,,,,,,,60.90,895.12,percent of total billed charges,
SCREW BONE 6.5 X 20MM SELF-TAPPING,278,RC,C1713,HCPCS,,,facility,outpatient,,,328.86000,328.86000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,65.77,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 6.5 X 25MM CANCELLOUS ACETABULAR PINNACLE SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,328.86000,328.86000,Cigna,Commercial,,320.64,,,,,,,65.77,895.12,percent of total billed charges,
SCREW BONE 6.5 X 25MM CANCELLOUS ACETABULAR PINNACLE SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,328.86000,328.86000,Wellpath,Correctional Healthcare,,180.87,,,,,,,65.77,895.12,percent of total billed charges,
SCREW BONE 6.5 X 25MM HIP  ACETABULAR TI FT CANC HEX DRIVE G7 ST,278,RC,C1713,HCPCS,,,facility,outpatient,,,775.72000,775.72000,NPPN,Commercial,,698.15,,,,,,,155.14,895.12,percent of total billed charges,
SCREW BONE 6.5 X 25MM HIP  ACETABULAR TI FT CANC HEX DRIVE G7 ST,278,RC,C1713,HCPCS,,,facility,outpatient,,,775.72000,775.72000,United Healthcare,Managed Medicaid/Essential Plans,,155.14,,,,,,,155.14,895.12,percent of total billed charges,
SCREW BONE 6.5 X 30MM ACETABULAR CANCELLOUS HEX HEAD OSTEOLOCK TI CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,304.50000,304.50000,MVP,Commercial,,152.25,,,,,,,60.90,895.12,percent of total billed charges,"Implants with charges equal to or greater than $30,000 are reimbursed at 40% of charges."
SCREW BONE 6.5 X 30MM CANCELLOUS ACETABULAR PINNACLE SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,328.86000,328.86000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,698.94,,,,,,,65.77,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 6.5 X 30MM HIP  ACETABULAR TI FT CANC HEX DRIVE G7 ST,278,RC,C1713,HCPCS,,,facility,outpatient,,,775.72000,775.72000,MagnaCare,Commercial,,620.58,,,,,,,155.14,895.12,percent of total billed charges,
SCREW BONE 6.5 X 30MM SPINAL CANNULATED PRECEPT MODULAR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,3045.00000,3045.00000,Capital District Physicians' Health Plan,Commercial,,2280.70,,,,,,,521.43,2997.50,percent of total billed charges,
SCREW BONE 6.5 X 35MM ACETABULAR CUP SELF TAPPING HGP II,278,RC,C1713,HCPCS,,,facility,outpatient,,,373.52000,373.52000,EBPA,ERISA Welfare Plans,,321.23,,,,,,,74.70,895.12,percent of total billed charges,
SCREW BONE 6.5 X 35MM SPINAL CANNULATED PRECEPT MODULAR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,3045.00000,3045.00000,MagnaCare,Commercial,,2436.00,,,,,,,521.43,2997.50,percent of total billed charges,
SCREW BONE 6.5 X 35MM SPINAL CANNULATED PRECEPT MODULAR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,3045.00000,3045.00000,United Healthcare,Managed Medicaid/Essential Plans,,609.00,,,,,,,521.43,2997.50,percent of total billed charges,
SCREW BONE 6.5 X 36MM CANNULATED TI ST,278,RC,C1713,HCPCS,,,facility,outpatient,,,1469.27000,1469.27000,Aetna,Medicare Advantage,,675.86,,,,,,,293.85,1446.35,percent of total billed charges,
SCREW BONE 6.5 X 36MM CANNULATED TI ST,278,RC,C1713,HCPCS,,,facility,outpatient,,,1469.27000,1469.27000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,705.25,,,,,,,293.85,1446.35,percent of total billed charges,
SCREW BONE 6.5 X 45MM ACETABULAR CANCELLOUS HEX HEAD OSTEOLOCK TI CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,304.50000,304.50000,NPPN,Commercial,,274.05,,,,,,,60.90,895.12,percent of total billed charges,
SCREW BONE 6.5 X 45MM CANN AXSOS 3 NS,278,RC,C1713,HCPCS,,,facility,outpatient,,,2478.95000,2478.95000,MVP,Commercial,,1239.47,,,,,,,495.79,2440.28,percent of total billed charges,"Implants with charges equal to or greater than $30,000 are reimbursed at 40% of charges."
SCREW BONE 6.5 X 45MM SPINAL REDUCTION PRECEPT,278,RC,C1713,HCPCS,,,facility,outpatient,,,6660.00000,6660.00000,United Healthcare,Commercial,,6556.10,,,,,,,521.43,6556.10,percent of total billed charges,
SCREW BONE 6.5 X 50MM CANN AXSOS 3 NS,278,RC,C1713,HCPCS,,,facility,outpatient,,,2647.44000,2647.44000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,698.94,,,,,,,521.43,2606.14,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 6.5 X 50MM CANN AXSOS 3 NS,278,RC,C1713,HCPCS,,,facility,outpatient,,,2647.44000,2647.44000,NPPN,Commercial,,2382.70,,,,,,,521.43,2606.14,percent of total billed charges,
SCREW BONE 6.5 X 50MM CANN COMP HEADLESS LT TI,278,RC,C1713,HCPCS,,,facility,outpatient,,,2741.35000,2741.35000,MagnaCare,Commercial,,2193.08,,,,,,,521.43,2698.58,percent of total billed charges,
SCREW BONE 6.5 X 50MM CANN COMP HEADLESS LT TI,278,RC,C1713,HCPCS,,,facility,outpatient,,,2741.35000,2741.35000,United Healthcare,Managed Medicaid/Essential Plans,,548.27,,,,,,,521.43,2698.58,percent of total billed charges,
SCREW BONE 6.5 X 55MM CANCELLOUS 16MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Coventry,Commercial,,99.39,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 55MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Wellpath,Correctional Healthcare,,64.31,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 55MM CANCELLOUS ACETABULAR PINNACLE SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,328.86000,328.86000,United Healthcare,Commercial,,323.73,,,,,,,65.77,895.12,percent of total billed charges,
SCREW BONE 6.5 X 55MM CANN AXSOS 3 NS,278,RC,C1713,HCPCS,,,facility,outpatient,,,2189.35000,2189.35000,Capital District Physicians' Health Plan,Commercial,,1639.82,,,,,,,437.87,2155.20,percent of total billed charges,
SCREW BONE 6.5 X 60MM ACETABULAR CUP SELF TAPPING HGP II,278,RC,C1713,HCPCS,,,facility,outpatient,,,373.52000,373.52000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,74.70,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 6.5 X 60MM ACETABULAR CUP SELF TAPPING HGP II,278,RC,C1713,HCPCS,,,facility,outpatient,,,373.52000,373.52000,Capital District Physicians' Health Plan,Commercial,,279.77,,,,,,,74.70,895.12,percent of total billed charges,
SCREW BONE 6.5 X 60MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Aetna,Medicare Advantage,,53.79,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 65MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Excellus BlueCross BlueShield,Medicare Advantage,,32.74,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 70MM CANCELLOUS 16MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,MagnaCare,Commercial,,93.54,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 70MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,23.39,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 6.5 X 75MM CANCELLOUS 16MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Wellpath,Correctional Healthcare,,64.31,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 75MM CANN COMP HEADLESS ST TI,278,RC,C1713,HCPCS,,,facility,outpatient,,,2741.35000,2741.35000,Coventry,Commercial,,2330.15,,,,,,,521.43,2698.58,percent of total billed charges,
SCREW BONE 6.5 X 80MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Coventry,Commercial,,99.39,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 85MM CANCELLOUS 16MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,58.47,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 85MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,MagnaCare,Commercial,,93.54,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 85MM CANN COMP HEADLESS ST TI,278,RC,C1713,HCPCS,,,facility,outpatient,,,2741.35000,2741.35000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,698.94,,,,,,,521.43,2698.58,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 6.5 X 85MM LT CANNULATED TI,278,RC,C1713,HCPCS,,,facility,outpatient,,,1334.08000,1334.08000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,266.82,1313.27,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 6.5 X 90MM CANCELLOUS 16MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Excellus BlueCross BlueShield,Commercial,,97.72,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 90MM CANCELLOUS 32MM THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,116.93000,116.93000,Empire BlueCross BlueShield,HMO,,91.21,,,,,,,23.39,895.12,percent of total billed charges,
SCREW BONE 6.5 X 95MM LT CANNULATED TI,278,RC,C1713,HCPCS,,,facility,outpatient,,,1334.08000,1334.08000,MagnaCare,Commercial,,1067.26,,,,,,,266.82,1313.27,percent of total billed charges,
SCREW BONE 6.5MM 25MM CANC ACETABLAR     CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,304.50000,304.50000,MVP,Commercial,,152.25,,,,,,,60.90,895.12,percent of total billed charges,"Implants with charges equal to or greater than $30,000 are reimbursed at 40% of charges."
SCREW BONE 6.5MM 45MM CANC ACETABLAR     CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,304.50000,304.50000,Excellus BlueCross BlueShield,Commercial,,254.47,,,,,,,60.90,895.12,percent of total billed charges,
SCREW BONE 6.5MM 60MM CANC ACETABLAR     CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,304.50000,304.50000,Aetna,Medicare Advantage,,140.07,,,,,,,60.90,895.12,percent of total billed charges,
SCREW BONE 6.5X30MM SPINAL TRAVERSE XLP PLUS,278,RC,C1713,HCPCS,,,facility,outpatient,,,1904.14000,1904.14000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,913.99,,,,,,,380.83,1874.44,percent of total billed charges,
SCREW BONE 6MM EMERGENCY MATRIX MIDFACE LIGHT BLUE TI CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,604.94000,604.94000,Cigna,Commercial,,589.82,,,,,,,120.99,895.12,percent of total billed charges,
SCREW BONE 6MM SELF DRILLING MATRIX MIDFACE TI CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,609.00000,609.00000,United Healthcare,Managed Medicaid/Essential Plans,,121.80,,,,,,,121.80,895.12,percent of total billed charges,
SCREW BONE 6X190MM SCHANZ SPADE POINT STAINLESS STEEL,278,RC,C1713,HCPCS,,,facility,outpatient,,,329.67000,329.67000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,65.93,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 7.3 X 100MM CANNULATED FULL THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,856.98000,856.98000,Cigna,Commercial,,835.56,,,,,,,171.40,895.12,percent of total billed charges,
SCREW BONE 7.3 X 100MM CANNULATED FULL THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,856.98000,856.98000,United Healthcare,Commercial,,843.61,,,,,,,171.40,895.12,percent of total billed charges,
SCREW BONE 7.3 X 110MM CANNULATED FULL THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,856.98000,856.98000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,171.40,895.12,fee schedule,Reimbursement will be capped at line item charge.
SCREW BONE 7.3 X 110MM CANNULATED FULL THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,856.98000,856.98000,Empire BlueCross BlueShield,HMO,,668.44,,,,,,,171.40,895.12,percent of total billed charges,
SCREW BONE 7.3 X 120MM CANNULATED FULL THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,856.98000,856.98000,United Healthcare,Commercial,,843.61,,,,,,,171.40,895.12,percent of total billed charges,
SCREW BONE 7.3 X 120MM CANNULATED FULL THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,856.98000,856.98000,United Healthcare,Managed Medicaid/Essential Plans,,171.40,,,,,,,171.40,895.12,percent of total billed charges,
SCREW BONE 7.3 X 145MM CANNULATED FULL THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,Empire BlueCross BlueShield,HMO,,690.18,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 155MM CANNULATED 16MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,Cigna,Commercial,,862.72,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 155MM CANNULATED 16MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,Harvard Pilgrim,Commercial,,707.87,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 155MM CANNULATED 32MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,Capital District Physicians' Health Plan,Commercial,,662.75,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 155MM CANNULATED 32MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,NPPN,Commercial,,796.36,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 160MM CANNULATED 16MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,Coventry,Commercial,,752.11,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 165MM CANNULATED 16MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,Excellus BlueCross BlueShield,Commercial,,739.46,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 165MM CANNULATED 16MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,Wellpath,Correctional Healthcare,,486.66,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 180MM CANNULATED 16MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,Excellus BlueCross BlueShield,Commercial,,739.46,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 180MM CANNULATED 32MM THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,Excellus BlueCross BlueShield,Medicare Advantage,,247.76,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 180MM CANNULATED FULL THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,Capital District Physicians' Health Plan,Commercial,,662.75,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 180MM CANNULATED FULL THREAD SS,278,RC,C1713,HCPCS,,,facility,outpatient,,,884.84000,884.84000,MagnaCare,Commercial,,707.87,,,,,,,176.97,895.12,percent of total billed charges,
SCREW BONE 7.3 X 30MM CANNULATED FULL THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,856.98000,856.98000,Aetna,Medicare Advantage,,394.21,,,,,,,171.40,895.12,percent of total billed charges,
SCREW BONE 7.3 X 35MM CANNULATED FULL THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,856.98000,856.98000,MagnaCare,Commercial,,685.58,,,,,,,171.40,895.12,percent of total billed charges,
SCREW BONE 7.3 X 40MM CANNULATED FULL THREAD SS CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,856.98000,856.98000,Excellus BlueCross BlueShield,Commercial,,716.18,,,,,,,171.40,895.12,percent of total billed charges,
