14 FR 1.5 CM,110470,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Multiplan,Beech Street,535.92,,,,,,,percent of total billed charges,1.00,535.92,
14 FR 1.7 CM,110471,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,630.50,315.25,Aetna,First Health Network,412.98,,,,,,,percent of total billed charges,226.98,535.92,
16 FR 1.0 CM,110473,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,695.50,347.75,Multiplan,Beech Street,591.17,,,,,,,percent of total billed charges,250.38,591.17,
16 FR 1.2 CM,110474,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,Cigna,Cigna,298.23,,,,,,,percent of total billed charges,1.00,591.17,
16 FR 1.5 CM,110475,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,United Healthcare,United Healthcare - Managed Medicaid,1.47,,,,,,,fee schedule,1.00,535.92,
18 FR 1.0 CM,110478,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,535.92,
18 FR 1.5 CM,110480,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Blue Cross Blue Shield,Capital - Basic Network Rates,269.10,,,,,,,percent of total billed charges,1.00,535.92,
18 FR 1.5 CM,110480,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,535.92,
18 FR 1.7 CM,110481,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,630.50,315.25,Wyoming Seminary,Wyoming Seminary,441.35,,,,,,,percent of total billed charges,226.98,535.92,
2 KNEE TIB INSR PLUS X3 11,115534,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 11,6095718,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 13,115535,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Shepard International Health Care,Shepard International Health Care - Allegheny International,9100.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 13,6095719,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Blue Cross Blue Shield,Capital - Special Network Rates,4451.72,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,115537,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,First Health Network,11921.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,115537,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Blue Cross Blue Shield,Capital - Basic Network Rates,7767.76,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,6095721,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 22,6095722,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Wyoming Seminary,Wyoming Seminary,12740.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2 KNEE TIB INSR PLUS X3 22,6095722,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Blue Cross Blue Shield,Capital - Basic Network Rates,7767.76,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 22,6095722,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - All Payer Rate,8026.20,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 31,6095725,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 9,6095717,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,First Health Network,11921.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 9,6095717,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Blue Cross Blue Shield,Capital - Basic Network Rates,7767.76,,,,,,,percent of total billed charges,1.00,15470.00,
2-Lumen 15 Cm X 14 Fr Acute Hemodialysis,288881,LOCAL,278,RC,C1752,HCPCS,,Inpatient,,,1170.00,585.00,Aetna,First Health Network,766.35,,,,,,,percent of total billed charges,421.20,994.50,
2.0 FULL RADIUS 3410,6008434,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,225.42,112.71,North Central Secure Treatment Unit,North Central Secure Treatment Unit,81.15,,,,,,,percent of total billed charges,1.00,191.61,
2.0X7MM FOSSA X-DR SCRW,184681,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,650.00,325.00,Christian Healthcare Ministries,Christian Healthcare Ministries,325.00,,,,,,,percent of total billed charges,234.00,552.50,
2.0X7MM FOSSA X-DR SCRW,184681,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,650.00,325.00,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,552.50,
2.0X9MM FOSSA X-DR SCRW,184680,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,650.00,325.00,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,552.50,
2.7X8MM HT X-DR SCREW,184682,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,617.50,308.75,Aetna,Aetna,288.99,,,,,,,percent of total billed charges,1.00,524.88,
22MM COCR HEAD S,118935,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,Wyoming Seminary,Wyoming Seminary,1137.50,,,,,,,percent of total billed charges,585.00,1381.25,
22MM COCR HEAD S,118935,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,Congregation of the Sister Servants,Congregation of the Sister Servants,1381.25,,,,,,,percent of total billed charges,1.00,1381.25,
28MM COCR HEAD L,118938,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,North Central Secure Treatment Unit,North Central Secure Treatment Unit,585.00,,,,,,,percent of total billed charges,585.00,1381.25,
28MM COCR HEAD M,118937,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,North Central Secure Treatment Unit,North Central Secure Treatment Unit,585.00,,,,,,,percent of total billed charges,585.00,1381.25,
28MM COCR HEAD S,118936,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,Integrated Health Plan,Integrated Health Plan,975.00,,,,,,,percent of total billed charges,1.00,1381.25,
28MM COCR HEAD XL,118939,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,Congregation of the Sister Servants,Congregation of the Sister Servants,1381.25,,,,,,,percent of total billed charges,585.00,1381.25,
28MM COCR HEAD XL,118939,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,United Healthcare,United Healthcare - Managed Medicaid,1.47,,,,,,,fee schedule,1.00,1381.25,
3 KNEE TIB INSR PLUS X3 13,115544,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,3059.42,,,,,,,percent of total billed charges,1.00,15470.00,Paid In Addition Excess of Threshold
3 KNEE TIB INSR PLUS X3 19,115546,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Congregation of the Sister Servants,Congregation of the Sister Servants,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,115546,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,3059.42,,,,,,,percent of total billed charges,1.00,15470.00,Paid In Addition Excess of Threshold
3 KNEE TIB INSR PLUS X3 19,6095730,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Christian Healthcare Ministries,Christian Healthcare Ministries,9100.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,6095730,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Wyoming Seminary,Wyoming Seminary,12740.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,6095730,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Blue Cross Blue Shield,Capital - Special Network Rates,4451.72,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 22,6095731,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,UPMC For You,UPMC For You - Managed Medicaid,7280.00,,,,,,,percent of total billed charges,1.00,15470.00,Paid In Addition Excess of Threshold
3 KNEE TIB INSR PLUS X3 25,6095732,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Integrated Health Plan,Integrated Health Plan,10920.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 28,6095733,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 28,6095733,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,UPMC For You,UPMC For You - Managed Medicaid,7280.00,,,,,,,percent of total billed charges,1.00,15470.00,Paid In Addition Excess of Threshold
3 KNEE TIB INSR PLUS X3 9,115542,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3-LUMEN 20CM X 12FR PRESSURE INJECTABLE ACUTE HEMODIALYSIS,288882,LOCAL,278,RC,C1750,HCPCS,,Outpatient,,,1199.90,599.95,United Healthcare,United Healthcare - Client Specific Rate,611.95,,,,,,,percent of total billed charges,1.00,1019.92,
3-Lumen 16 cm X 12FR Pressure Injectable Acute Hemodialysis,288879,LOCAL,278,RC,C1752,HCPCS,,Outpatient,,,1199.90,599.95,Cigna,Cigna,514.52,,,,,,,percent of total billed charges,1.00,1019.92,
3.0MM HEADLESS COM SCREW LT 16,6054061,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Cigna,Cigna,964.93,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 16,6054061,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Congregation of the Sister Servants,Congregation of the Sister Servants,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 16,6054061,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,North Central Secure Treatment Unit,North Central Secure Treatment Unit,810.11,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 16,6054061,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - Client Specific Rate,1147.65,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 18,6054063,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Congregation of the Sister Servants,Congregation of the Sister Servants,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 23,6054068,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Congregation of the Sister Servants,Congregation of the Sister Servants,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 23,6054068,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Medicaid,Medicaid,1.00,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 25,6054070,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Multiplan,Beech Street,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 25,6054070,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Multiplan,Multiplan/Private Health Care System,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 26,6054071,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 28,6054073,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - All Payer Rate,992.38,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 32,6054076,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Blue Cross Blue Shield,Capital - Enhanced Network Rates,786.48,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 32,6054076,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Christian Healthcare Ministries,Christian Healthcare Ministries,1125.15,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 32,6054076,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Congregation of the Sister Servants,Congregation of the Sister Servants,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 36,6054078,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - Client Specific Rate,1147.65,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 38,6054079,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Multiplan,Beech Street,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 40,6054080,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Christian Healthcare Ministries,Christian Healthcare Ministries,1125.15,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 12,6054037,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - Managed Medicaid,1.47,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 12,6054037,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Wyoming Seminary,Wyoming Seminary,1575.21,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 13,6054038,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Blue Cross Blue Shield,Capital - Enhanced Network Rates,786.48,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 17,6054042,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Intergroup Services,Intergroup Services,1912.76,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 18,6054043,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 19,6054044,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Aetna,First Health Network,1473.95,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 19,6054044,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 19,6054044,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,North Central Secure Treatment Unit,North Central Secure Treatment Unit,810.11,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 19,6054044,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Shepard International Health Care,Shepard International Health Care - Allegheny International,1125.15,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 19,6054044,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Wyoming Seminary,Wyoming Seminary,1575.21,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 20,6054045,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Shepard International Health Care,Shepard International Health Care - Allegheny International,1125.15,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 20,6054045,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 20,6054045,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 21,6054046,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Wyoming Seminary,Wyoming Seminary,1575.21,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 24,6054049,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Intergroup Services,Intergroup Services,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 25,6054050,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Christian Healthcare Ministries,Christian Healthcare Ministries,1125.15,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 27,6054052,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Cigna,Cigna,964.93,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 29,6054054,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Intergroup Services,Intergroup Services,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 30,6054055,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Multiplan,Beech Street,1912.76,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 30,6054055,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 36,6054058,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,North Central Secure Treatment Unit,North Central Secure Treatment Unit,810.11,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 36,6054058,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Multiplan,Multiplan/Private Health Care System,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 38,6054059,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Christian Healthcare Ministries,Christian Healthcare Ministries,1125.15,,,,,,,percent of total billed charges,810.11,1912.76,
32MM BIOLOX DELTA HEAD L,118960,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,3038.75,
32MM BIOLOX DELTA HEAD M,118959,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,Blue Cross Blue Shield,Capital - Special Network Rates,874.45,,,,,,,percent of total billed charges,1.00,3038.75,
32MM BIOLOX DELTA HEAD M,118959,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,United Healthcare,United Healthcare - All Payer Rate,1576.58,,,,,,,percent of total billed charges,1.00,3038.75,
32MM BIOLOX DELTA HEAD S,118958,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,3575.00,1787.50,Multiplan,Multiplan/Private Health Care System,3038.75,,,,,,,percent of total billed charges,1287.00,3038.75,
32MM BIOLOX DELTA HEAD S,118958,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,3038.75,
32MM COCR HEAD L,118943,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,Intergroup Services,Intergroup Services,1381.25,,,,,,,percent of total billed charges,585.00,1381.25,
36MM BIOLOX DELTA HEAD L,118964,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,North Central Secure Treatment Unit,North Central Secure Treatment Unit,1287.00,,,,,,,percent of total billed charges,1.00,3038.75,
36MM BIOLOX DELTA HEAD S,118962,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,3575.00,1787.50,Multiplan,Multiplan/Private Health Care System,3038.75,,,,,,,percent of total billed charges,1287.00,3038.75,
36MM BIOLOX DELTA HEAD S,118962,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,3038.75,
36MM BIOLOX DELTA HEAD S,118962,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,3038.75,
36MM BIOLOX DELTA HEAD XL,118965,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,3575.00,1787.50,Aetna,First Health Network,2341.63,,,,,,,percent of total billed charges,1287.00,3038.75,
36MM COCR HEAD XXL,118949,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,Congregation of the Sister Servants,Congregation of the Sister Servants,1381.25,,,,,,,percent of total billed charges,585.00,1381.25,
